gene_id	lib_1	lib_2	lib_3	lib_4	lib_5
gene_3230	4.02687606974132	3.36329338281382	3.67983275412242	2.32464119339203	3.2320329415042
gene_3231	1.77498695339823	2.37554271337551	2.41260795276287	2.66550997464337	4.3738881996089
gene_3232	0	13.4209520946949	30.628381170116	0	2.80227775888418
gene_3233	5.47732680327279	4.46025441919831	6.17905363241949	5.93312299973406	3.17800248472187
gene_3234	1.09372084865129	2.64003578356401	1.10396534596683	1.83290857815493	0
gene_3235	1.05173935152906	0	1.73090035020514	3.41786182115017	1.4594774673541
gene_3236	13.2141467240979	14.0968437249512	12.2655004886892	15.8916008684242	10.4706640375227
gene_3237	3.19552060043848	3.92347878831872	5.01632713703475	4.36028622276125	8.06889987034498
gene_3238	6.64007315726407	4.00042642748022	4.47427427475614	3.90933371559913	4.52354227147058
gene_3239	5.68569975649099	6.65009788933675	6.17799688030158	5.06581342148394	3.35702488135014
gene_3240	0	0	0	0	0
gene_3241	12.0720801666026	9.86697932345796	10.2023958943339	14.6368111839531	13.7577955481494
gene_3242	1.77244309455313	6.59886290443593	1.60220541742193	0	1.75941337238735
gene_3243	42.807756979053	60.0429950991445	51.052084450262	54.0034537660074	50.7087556003372
gene_3244	0	0	0	0	0
gene_3245	6.74941461772346	8.57325822331823	9.0397447772589	8.90650793120558	8.2484087433132
gene_3246	7.5029743460973	8.2296302233286	3.86760672514026	3.51373816316777	6.57831362475435
gene_3247	13.1170328463268	13.9464662444879	13.3334796746763	11.7849231494202	34.5953888723286
gene_3248	7.05823347807743	5.99618428372303	5.88793879403137	5.64945968356516	6.27179648534414
gene_3249	3.90291097089845	1.77484145824271	12.0831124199791	4.78475993377594	1.69204252188384
gene_3250	7.63240423003361	8.5667740575839	27.9668402603064	19.8565110477672	10.2191393536096
gene_3251	1.57889512727311	3.2432703529872	1.79872911487105	2.28499097462927	2.12756190234295
gene_3252	13.8392828282541	11.3686844532386	17.0214709920916	8.70492810830845	8.77457538151239
gene_3253	3.04223392497573	7.92225598392477	10.6775086633181	6.6997524849189	7.54437351523796
gene_3254	3.23733945644639	10.5957444873572	3.13443847631475	4.26303390003409	3.18866158158078
gene_3255	0	1.29435466563226	1.19408420321323	3.32488767124978	1.39533877494016
gene_3256	0	0	0	0	0
gene_3257	58.115075646261	62.6652960782887	74.1289443424515	76.5512057187163	73.915419068821
gene_3258	13.0387369416956	10.8374771051625	9.8219297042177	17.0268951163581	14.9569015334173
gene_3259	3.89743596876889	9.44834181249542	6.81200663059977	5.636434730428	7.34321957933119
gene_3260	4.45076798154738	5.84525777819985	5.88528314400038	5.81609446162063	5.67494778491246
gene_3261	10.016779399772	4.37709135075936	27.4428825250275	6.73680891416142	15.0354193748295
gene_3262	18.3560304564177	19.3762282668731	19.3690848878301	21.3670230621063	16.3215171856213
gene_3263	10.0848999520781	3.32643890561598	3.58718200517129	6.07116804162273	3.62591604510003
gene_3264	140.542816368739	91.1321037187308	85.6362432699661	114.079529398515	109.601949276191
gene_3265	28.2804011053587	5.20269293934893	12.1468424705833	17.651222802041	42.5114920278894
gene_3266	2.02103741164917	0	2.81204963224796	1.78833073645903	4.4299997321462
gene_3267	1.29644538942001	1.30693345681974	0	0	3.4229973941644
gene_3268	1.23623003557898	1.30405886424847	1.1683988869617	1.65323511549974	1.54391917868868
gene_3269	16.3666762642094	9.70337121822565	11.4949092543588	11.269533778768	14.2327934523364
gene_3270	7.33485798832928	5.85754383301348	4.9322011711936	5.65369804959761	6.16686465001389
gene_3271	31.1446640958665	28.3722031523074	34.861460704436	31.4834151939309	25.663427738867
gene_3272	16.2923176200425	10.9096238913952	10.9475549470935	6.61788114178459	11.8765814316784
gene_3273	8.09166188724685	7.62427938557248	4.02861785184127	2.51810777445174	11.0189897222024
gene_3274	4.45809115580447	3.83905290698998	5.87147210349834	3.46949708671749	5.83109742720084
gene_3275	0	1.37696492018002	0	1.45681911000385	1.06287237727124
gene_3276	35.8770456956281	39.269011141002	42.0383198371636	35.0083205927651	48.261953374576
gene_3277	4.10417403734245	7.46411401699857	5.83288393409388	7.71103611434397	9.54630439499712
gene_3278	1.60920537460232	2.1355392686061	1.40742993772618	2.19397248024229	2.4044168055571
gene_3279	21.1046879764284	15.0061267231241	25.7519855612223	16.7737111444254	23.0207545727453
gene_3280	8.50127697567364	11.4098908616175	10.6697459915276	14.2575364766767	12.0946506206844
gene_3281	2.39109027705565	2.45303226660242	5.67567490102725	5.90323064083935	4.32279919757234
gene_3282	9.05972405628429	3.1191647104632	2.94210737622475	3.42562197823626	6.26716366004744
gene_3283	6.19828245711228	16.2140472849704	9.22899103447008	4.01855931160044	8.08761361433502
gene_3284	7.85279884180411	15.7003167638606	12.7707869379559	18.7376328677971	19.8758817716307
gene_3285	6.62863902604784	5.43624517775346	3.82201420675146	9.33363085809617	5.55275305194675
gene_3286	14.5776343519295	47.1235946496926	27.4534450018966	19.784436330731	12.2351240244177
gene_3287	5.49974896297698	5.03764237829931	3.96358594333836	4.55696883322733	7.12500589302785
gene_3288	17.2603737345357	16.8800291926313	27.9764872108874	26.0644474424229	8.84191123987666
gene_3289	20.2269250037822	21.5142818144097	18.6335713330019	18.8453020857248	40.6466107600545
gene_3290	344.422250559841	229.92340351895	282.884502021497	300.525288551646	248.369133765414
gene_3291	2.33096974522259	2.31855388316075	2.63819481605151	3.33568669324866	2.13880292227815
gene_3292	5.87933660631419	4.26744669295078	3.90794738483514	3.65249439558281	4.16273746632822
gene_3293	8.1674102285987	11.9343141832238	8.01305644140353	12.6204906317263	2.79737744764828
gene_3294	11.5226995577829	13.9120796066203	13.5397881403471	17.1269223503854	22.4056948674804
gene_3295	21.7521130778714	6.89084690231612	17.0437184930891	16.9736586350131	23.7611976663014
gene_3296	27.4247812777423	12.6083205252861	12.1002565254892	22.3329059533629	22.1083230927664
gene_3297	1.29274319802842	0	0	1.78484599266233	0
gene_3298	1.87033644014625	1.42383467829317	2.4214076277752	2.8064192467127	1.87701537054883
gene_3299	12.639984694067	10.1415811509332	10.1663366675299	9.60140921975971	9.81942805369488
gene_3300	94.3622323162879	106.997746654854	88.9576604178347	97.0158209787131	96.4318353251721
gene_3301	23.4856852535965	24.0476212100441	22.9850776612518	14.3556160172936	31.0430506524501
gene_3302	0	0	2.15401622021104	2.3039153415139	1.95699059799659
gene_3303	18.634653925045	6.84340192718769	28.4754001630561	35.9075645243541	17.90626247952
gene_3304	30.7635440213319	76.9551644955283	45.3405887948476	47.5884463319042	41.8746608365079
gene_3305	43.1144237628857	43.7294191986951	36.1581070478789	34.422773777447	36.7594029941254
gene_3306	2.16769429022613	2.86104972721146	1.47332821430645	4.47573059972191	0
gene_3307	29.0394291554002	31.7551828475296	26.6348227361978	28.1043942867999	30.1924999333223
gene_3308	23.0161856450269	30.2146823307567	20.7292249683977	23.2533526122496	25.6628691559343
gene_3309	4.05731587235964	5.1138858351095	3.15255072046894	3.63550177339732	6.3450835332985
gene_3310	19.9502238919802	18.7623929045131	15.3558046786421	15.7096108071601	15.2664899441016
gene_3311	3.11703763745111	2.13671565500785	5.62965381494982	4.79097063553588	5.17198909610658
gene_3312	4.05055038264448	17.6359836401552	5.81567520798652	7.21455678807149	5.44800156549401
gene_3313	4.99858982687008	8.06000276199021	9.19942553999039	4.1946138789474	5.92620519545592
gene_3314	35.8018075403416	6.36169261382587	15.5604351253894	23.8284460272538	8.84935551990911
gene_3315	14.3041890499124	5.73470643846342	9.12822328256716	7.15372099396555	6.65710983553155
gene_3316	53.4635127702658	60.342848317885	58.2472716658711	35.2226563838831	42.7916820256471
gene_3317	7.55880131215419	6.79775004742135	6.32495235448344	7.80703401218276	3.53390311398957
gene_3318	18.6213041904338	7.97979237519327	11.9743983412601	14.5646905988969	11.2774468317547
gene_3319	5.51516272157513	6.87987887652446	5.34672860935275	3.95735198075004	15.1021751070779
gene_3320	9.51717838468576	4.78572877268177	3.11696181813934	3.52214713424448	2.30972191557177
gene_3321	5.44782852295917	6.19113937266969	5.82774056727227	9.06241820657966	6.12731454759388
gene_3322	28.1427200023249	34.4028175800155	20.1163499755512	21.4987545958314	46.9983914122075
gene_3323	7.21230898027701	7.90919739628133	6.97847201032819	12.786389228444	7.66902887406667
gene_3324	0	0	2.2112578286602	0	0
gene_3325	1.36752667587579	2.40537885522935	1.71573817470645	2.63064096734929	1.53807818996344
gene_3326	108.115186859045	115.95773283202	116.51965136332	74.5336769821506	97.8386014013073
gene_3327	20.8062503973573	4.68317181681801	10.5490025857408	5.65793765481202	6.75030344120507
gene_3328	11.5372545225434	6.9805716669766	8.82100691438787	13.0923756040914	13.091916418248
gene_3329	17.7560138577469	12.5948706735326	22.908946584828	13.6671798690344	18.5523428219597
gene_3330	5.76955311765473	11.8215698879958	5.28148660356406	9.36595959706708	8.80793804852992
gene_3331	63.6810355863398	62.5441278522831	69.3678434932723	79.4960693218016	66.5423849622202
gene_3332	12.7566285679663	12.9663948914808	10.5838586382978	12.9775635922948	13.8830330894054
gene_3333	25.7599265765877	30.6402250406994	34.671089556126	32.6721301016997	27.9530503930881
gene_3334	7.15743359140604	4.87640266555794	6.07914830451183	7.6247293287215	6.75608767461152
gene_3335	43.5535775806157	23.4718549449567	39.4985195999676	36.8460240857763	38.0094849888663
gene_3336	20.6396430146796	21.5754719055922	20.8716365298126	27.1559266523101	23.0466060471869
gene_3337	0	1.5166158706589	2.00748513399118	1.92759587190249	2.26166452805264
gene_3338	17.033200558083	1.17488065867639	4.82823885839552	2.79689330927134	18.6483674777698
gene_3339	10.2208970411637	5.15010763740412	6.82119022834573	8.80037670725167	15.7557579030731
gene_3340	5.41208889464049	10.8660232935024	3.87028321453521	2.46040785447561	2.58119948845652
gene_3341	11.316805914617	7.66272616010859	14.3661358634563	7.3527799883891	12.9022952963611
gene_3342	2.1131903158686	4.42583208815862	6.66661945434785	4.92505458964795	2.80191619033207
gene_3343	121.521843501291	83.8068851453089	89.1694294999662	92.8097522243746	96.5182751746391
gene_3344	4.5621421232674	4.31336927712902	5.75052991828727	6.07813191588153	6.01988552062363
gene_3345	7.48284441740383	22.6833139776906	11.9306451520078	12.2840338979116	4.27613983309835
gene_3346	1.67352450407089	2.2154624712501	0	2.63312741918778	4.05625438818204
gene_3347	132.754224339989	160.018053578582	146.95721410443	110.224277784439	175.299572803401
gene_3348	1.56419530811789	5.49810925922009	2.3989483460744	2.5755124129913	4.38344252965064
gene_3349	12.4410323302921	5.40673332490623	22.0351174844879	15.6137760663329	19.1053445465469
gene_3350	1.01484292305326	5.59988446205545	8.4391573263309	3.35281914620011	17.895030666066
gene_3351	29.1092625222348	24.7836255581418	29.2387350459136	21.276229444688	40.5191627250188
gene_3352	1.44083545429057	0	0	0	0
gene_3353	3.14932272628416	2.95366759573081	1.9037289654069	6.71687088801537	4.97448548413308
gene_3354	3.57821201061939	6.74711435009521	14.8110464504541	2.53701304067522	6.38127635567412
gene_3355	1.48246437406417	0	1.80521269946218	1.6471052587195	5.79116587788953
gene_3356	118.288396552473	174.677039264811	96.8536132256285	93.4930367669761	185.065823316655
gene_3357	11.2134670360876	9.80843852431017	7.91050508423674	12.1472783891319	11.2547735243979
gene_3358	1.35683452951474	1.80394997278418	1.56174841078896	1.25157208503766	2.29687199600198
gene_3359	14.8703706242658	10.5150243435297	19.1549247476819	42.8091778577269	12.3872420722239
gene_3360	3.06609416575729	3.04543564574141	5.04330987664702	2.58841926874694	3.83655622977074
gene_3361	1.19158241941002	3.62546087223899	2.08166244591564	2.4130508474394	1.2944794153458
gene_3362	8.106167990347	5.04334338704248	7.620117137768	7.924645676	7.39108719281677
gene_3363	2.6544303388551	4.83921654873798	3.62672877646986	2.29025319101065	6.22001035084513
gene_3364	63.788809885848	58.6432879307128	58.3539050479878	99.9904849750762	71.928152157403
gene_3365	17.9354675835606	15.1771288212126	28.6755337438205	22.0014023870406	29.1202154191016
gene_3366	34.8834168622253	23.9031575741634	37.0475692173105	26.6154662720578	33.9737433092502
gene_3367	0	0	1.98223270656289	1.40861178005658	3.54337161244379
gene_3368	4.51544923065943	1.9374935928255	2.04299542116333	3.46849926702478	3.06134116711276
gene_3369	2.24184752442187	3.28626394677814	8.71875550308159	2.49963840695259	2.95543299420125
gene_3370	12.6416286175715	7.8251095214458	17.0025479007286	13.240205267231	19.0650088160401
gene_3371	3.08462028081613	1.88256295754579	2.49408271675337	4.25843801350833	4.41217663731729
gene_3372	8.90260378110242	4.91734370012588	10.3604687953628	10.3004882339793	6.71796837748695
gene_3373	2.61635483751014	1.63966389232529	2.5684603138433	4.52565583150324	1.9772132098848
gene_3374	9.37179648424921	9.59199339929609	9.85456196698408	7.13775095516692	5.55244273474142
gene_3375	55.9193365432395	53.7472055025089	48.9912612250569	69.5658487393665	57.0870844909345
gene_3376	5.15305518382897	1.1169185917397	3.73701623711067	3.42225165367694	4.72422372761187
gene_3377	101.121062598008	86.9279918601024	93.7631828386338	97.0827996399466	97.7448828913524
gene_3378	2.78506349958269	5.82823303178967	4.45356694125414	2.75121926171667	2.93512730393079
gene_3379	19.0493422072637	17.612125819052	21.2358131986132	17.439788263043	12.1632081340719
gene_3380	56.8064840219532	61.664646136422	48.5329300078587	47.7791426538874	36.7578199768156
gene_3381	20.3729044770413	29.8231630646973	20.6746847113186	8.36055821211458	39.6794872590217
gene_3382	3.64605402011046	4.14601141275332	5.6224002941746	5.10465596217071	3.90593458824612
gene_3383	2.26285940820939	3.31255236310269	1.22505710743016	1.91687354718591	1.56275715254469
gene_3384	5.68330401764348	12.9938790887379	7.50784782913204	26.743259842715	7.37477934891357
gene_3385	7.60931084571772	9.4200817719016	10.140368907473	6.5232767996124	6.84478293909239
gene_3386	10.2427846138479	1.46657265821128	1.69220494763892	1.29327593947474	2.05659551491583
gene_3387	43.8775980262678	25.2624474498113	23.5236873681698	26.9016265679568	24.5952294957573
gene_3388	10.5130412546664	10.8228609535267	11.0716574509507	10.026440951597	8.11853923779483
gene_3389	25.2534485375835	29.0831265398461	32.9478568624585	32.0927077424378	36.6058270408227
gene_3390	12.9791014453329	72.3921215032714	21.1763157071021	13.299531968341	37.4168190459224
gene_3391	0	1.30199447630728	2.22535202770836	3.68080957095046	0
gene_3392	14.0032653597689	7.09250458804266	8.17637887508268	14.766509625494	16.247912702684
gene_3393	12.0425918146847	3.32515185398022	5.97442749869568	12.698944249331	10.3180823481792
gene_3394	20.2327999694372	12.8276641637007	19.360127627419	19.0210566999941	9.62720542375865
gene_3395	8.14720567641492	5.77918440579169	9.43217115405897	5.37623841832175	6.88418317108638
gene_3396	2.89456226360064	8.18511862941146	4.32306825958556	1.21793364004996	3.04887832900237
gene_3397	6.36822701702908	19.7842322474522	28.2442210972687	23.4493120371883	17.7025846151468
gene_3398	11.0385494619299	6.55694638939995	14.0718995135521	1.14623406309634	10.1288241397634
gene_3399	16.0910755681641	28.5183104203445	23.1658947794376	16.3679642941306	10.4998878419445
gene_3400	5.47755984931389	19.5763226260335	10.3876109470037	6.24942720363554	6.36584750026357
gene_3401	30.8281875522772	30.0818048991767	31.1419330776873	22.0055308914471	27.1512956131096
gene_3402	23.7946167437988	24.2287697166508	14.3963593879428	20.5670875108807	24.6195998959283
gene_3403	5.82604810940933	6.30123511308364	2.39026881198598	6.20174098323535	3.42019155822354
gene_3404	1.32827074316809	1.67837629538714	0	0	1.44111080853908
gene_3405	13.4750539220683	20.745331120093	15.6899296744333	32.5133197455141	27.7976985377705
gene_3406	18.5510043935654	17.9939774889304	22.2257523612885	19.9684452180272	16.9268868314914
gene_3407	136.157748649187	118.554555964794	140.046459526898	82.6026900861096	107.290194111754
gene_3408	11.4666047503394	19.5003551722209	9.47677776357504	17.1311530106697	10.4931142855378
gene_3409	8.91833789501388	11.013575383714	10.6819289029042	10.302771610223	8.10531371788438
gene_3410	16.8456473263012	9.21925895319869	14.4618493085736	16.6645176534004	14.304112700082
gene_3411	9.74476322187857	7.22721842355756	4.46219426257093	3.38393786135159	5.81748652007669
gene_3412	10.7816748043881	1.18333834903017	4.24479202898096	1.63742602315321	24.2651835678823
gene_3413	17.0327706674659	18.7802812815325	18.1790835361401	25.2197099857014	22.7759124154715
gene_3414	3.71853620109492	4.20186500024	8.02896177993793	5.97610200195643	8.03344635788981
gene_3415	22.3330224645796	41.5037257985429	28.2106429273783	18.075520512154	31.5198640533517
gene_3416	1.1208186972957	4.14493798631003	1.82366808310592	4.15964321863413	3.15692399329241
gene_3417	2.35210435563882	4.66445195648093	2.78481786507993	1.45330989216429	1.55427079068055
gene_3418	27.4031085464378	10.0319970043154	24.8982510237491	18.4967529437991	15.2181643038831
gene_3419	0	0	0	2.2084784390771	0
gene_3420	3.39574861911991	5.02489274056543	4.46150580519977	7.36515246580292	5.56648479385126
gene_3421	1.86878955669877	2.43802754271181	2.563721232253	2.2357678206247	2.02786257861262
gene_3422	6.16562137714291	0	0	0	0
gene_3423	5.00851623359032	2.47770769299057	5.69845414751808	3.5743484960655	2.07977764532624
gene_3424	2.90599744393924	1.1235502037854	2.61333466958998	1.50143483878405	1.65298037843755
gene_3425	18.3729831349718	4.42981968535745	8.15625081642796	12.4178202823449	16.275982964645
gene_3426	0	1.30049812564391	2.09245152338298	0	1.04049435077332
gene_3427	7.36138674184261	5.80404974105393	8.26780528143696	7.73009160125372	9.68749859136545
gene_3428	12.9298048103905	8.08247560582531	14.9515064664045	10.8034947271024	5.04866943061472
gene_3429	0	1.62927863750712	0	0	1.37672428936615
gene_3430	1.76948594127043	1.98044982227648	3.19202098046411	3.36648632053622	1.86870404219601
gene_3431	12.6083453979316	10.6742580747942	12.3523848498562	10.5270104603906	5.69399462769115
gene_3432	88.7091537523878	75.8715369410931	108.701094584868	69.8137762685436	108.945541477619
gene_3433	8.3743685783402	11.8180359532538	20.0235015013181	8.38941631661377	4.93609823604513
gene_3434	24.327126195108	40.9395374038095	19.7638928966933	17.2465871541588	23.0051225623999
gene_3435	5.67613032046627	5.73832290858609	7.48954037524246	7.01377136507877	8.37395663103701
gene_3436	18.9798099355568	13.3098075902896	4.62767975794129	9.77641868447632	9.00045706080201
gene_3437	8.20162932816104	6.71003373617595	4.73617075246082	8.80876559055703	9.71648502627468
gene_3438	4.87973103318936	8.9757827699673	9.29680048217378	12.590730525495	8.04689226740714
gene_3439	0	1.16486876454047	2.31090686402258	0	0
gene_3440	5.85381740881101	6.18768892792931	8.09780956175926	5.42804265573042	5.8396068938035
gene_3441	0.954237618051169	1.84617456802933	0.444723283598072	1.10788350448087	3.50485053523993
gene_3442	12.2847018389887	9.86583905908908	5.09932732311492	3.11380921871091	9.65503245827227
gene_3443	6.0623874757406	5.19677862844005	1.93671636735583	2.03436776972059	1.19485336926035
gene_3444	28.2510145855175	18.7205381202479	20.9601162741182	23.4093929284359	29.2940459312414
gene_3445	8.26733029852859	4.97486357521991	6.41102405105159	6.67550754809103	12.6952461518853
gene_3446	6.63416416979711	4.75657194142868	8.54123872685089	7.44896925727195	6.28919901170347
gene_3447	7.97176831531677	5.52574697923517	9.75042304332136	4.58113064586103	9.94765336512049
gene_3448	4.23813669403481	14.10938373346	5.5942030723606	10.2730300507394	6.22337221135561
gene_3449	3.25508171018816	3.45260951481577	4.18078179250595	2.77525921773139	3.19895762858698
gene_3450	5.37595362155863	10.6932703430389	3.97885005939984	7.21692908233335	10.6808231011479
gene_3451	17.189366194546	7.30047243360381	18.9578166877162	12.8208996120334	11.6888554725463
gene_3452	19.9470402012551	11.3715680532585	24.5161187169081	19.9465792616228	27.9305800314516
gene_3453	4.43631795931388	5.38927478994127	2.00337011806404	1.5127330219085	1.96920530461684
gene_3454	24.5150804002867	25.3468909266968	25.7664666167705	28.2672796349	27.0264579383678
gene_3455	7.31746365107444	23.4909241444464	6.85178446984355	19.5292191504459	23.190805906999
gene_3456	9.47806589042482	16.2645437886003	14.0591043411023	12.1641744516279	12.1177174959669
gene_3457	1.82904580739208	0	0	1.0770606408825	0
gene_3458	1.12640514216521	11.8043337256037	1.69798322094303	3.48551387959105	8.98210913688701
gene_3459	2.70070574161891	4.34887359528307	3.68840909093209	2.97087687104323	5.25964029822114
gene_3460	3.79592324701077	3.09912437578237	2.7890011448139	2.57422347714492	3.34780934035734
gene_3461	2.02540399639938	0	0	0	0
gene_3462	44.3240189689135	35.8953834652812	30.4124182537058	25.4421487485786	50.384467029537
gene_3463	22.2222346406724	21.0470866498609	16.5808110115231	20.2334401380822	20.3021196094531
gene_3464	18.193730211137	13.1453626321059	10.7338787596995	14.6155434373372	11.8191308893333
gene_3465	2.07268638755921	1.70918625887918	1.96511865136843	1.7622392751923	1.38697367642838
gene_3466	0	0	1.90503110770584	1.35554230915796	1.30863500707013
gene_3467	3.34721383367381	2.45144228694462	3.79137692191644	1.03717551503433	1.39972119948764
gene_3468	16.5640838912599	21.5783452491857	14.9480257861526	17.7065020874273	27.4400275452717
gene_3469	2.40812861597896	0	2.0997186829381	2.01733983102636	2.78304845636322
gene_3470	4.17064670425135	9.54896945438295	7.13237004826851	12.1698726060485	3.66315887193376
gene_3471	7.25875626397301	2.99474162429307	7.35143426269776	0	9.47440144758212
gene_3472	16.2773365841881	21.0960834194018	31.7131104746451	48.0154753189906	22.8006066859698
gene_3473	3.85487810592818	3.0255330883137	3.25587057000247	3.40503145391359	3.82943128444356
gene_3474	20.2571997375646	20.9760177191667	20.3642407811523	26.2571533507278	22.2935959662352
gene_3475	3.55411147810935	1.67522658411916	0	1.11797538441391	0
gene_3476	31.540295898059	31.3417087235767	78.0956369452755	41.8443076744304	40.3037751856422
gene_3477	10.4019087079687	1.65369968500872	6.53006148276774	11.492824237963	7.63219565776263
gene_3478	2.617466564996	2.44389220102618	5.18998461718443	2.24567281233826	4.63120744134161
gene_3479	9.75735674678947	7.77365474846448	5.15102626671123	10.0692768115568	4.43150153367724
gene_3480	5.07997369460214	6.62405800525517	3.86079970251858	7.08042232499968	6.46077678271999
gene_3481	29.3231040628687	39.2287991855493	39.4572216116445	38.8201675570677	45.8684046664015
gene_3482	9.90029488678313	15.2169496627127	11.5688000938365	2.88116603645901	12.228876070746
gene_3483	6.00323871421645	6.13118158905426	5.61965171420017	5.23544234122056	6.17490502630467
gene_3484	46.2294657172313	33.9777610302046	38.9477358493202	24.770328152467	38.3757582688975
gene_3485	0	0	0	1.40519135322148	0
gene_3486	16.4012768239774	13.5982795235171	29.6507537966417	34.3743320584406	25.5374014672841
gene_3487	4.58136160407961	6.01012035320407	5.42313040993139	8.39256113318261	5.00502331049802
gene_3488	0	0	2.13907317203112	0	1.21682061271739
gene_3489	14.3124402651042	9.55045535426677	11.180764678692	16.9873543690467	10.6280620385354
gene_3490	9.75159417088532	14.5297683324631	12.5256212065387	16.7386243062523	15.2257509411763
gene_3491	41.8714303455776	35.5945498791745	34.0430939908552	36.1270023152295	31.2588789541546
gene_3492	1.90521538775457	4.39607942656892	0	1.38322192533344	0
gene_3493	20.6965799402324	33.7918093326965	37.4205698589716	9.37039491750959	13.6536038475294
gene_3494	2.80334660781152	5.44251882517495	6.1223923851369	5.94935707756868	5.12068213183078
gene_3495	9.72074390671264	16.1049724603768	8.37436647282274	11.4650816899842	7.79480928412926
gene_3496	7.14696092369036	5.00097143448194	8.15700652070002	9.82849542896739	9.04518602676773
gene_3497	36.1713706113767	49.4713108128306	63.0147939684237	40.8371610670831	36.5374117055239
gene_3498	19.7879200901051	12.0576341734287	10.1479003956396	12.5148058560266	7.34308864495682
gene_3499	2.20846056748386	2.81495378023783	3.82040264176311	2.9711646008364	2.41277212351322
gene_3500	2.84856004397177	1.41650332966519	1.99423410033935	1.83588279594931	1.89483510867129
gene_3501	7.05428496450466	4.82101235394483	11.1905550821969	9.41987838017372	19.2734270108096
gene_3502	4.44457089736257	2.222381041188	4.3103319129349	5.01845869050666	3.06554149069584
gene_3503	18.6610749675584	14.9584640470871	21.981114284048	20.9427123917208	18.5650915678456
gene_3504	28.7414567297664	6.96003676480522	19.2920970852626	7.66739045646535	10.9520825153566
gene_3505	31.3939041205955	38.4902240523461	20.4906966894181	27.880207839791	22.4121276730006
gene_3506	5.44876535864708	6.45209678687882	5.73357626062835	13.5111712025804	12.7744963375845
gene_3507	0	0	0	2.2922830560863	0
gene_3508	12.0023387649105	10.0360908007304	7.63688357986524	41.0341154368383	10.7867857351003
gene_3509	3.09671991099058	0	0	0	0
gene_3510	12.4995547757448	11.9183437438622	20.3637066508573	14.3392337592457	21.1535061468863
gene_3511	21.6668232334346	17.6887689276049	11.2869706494688	16.1681495308965	20.6447655913626
gene_3512	3.93217847023452	3.36177902840233	3.99342298868596	1.26432895780896	1.21414458622299
gene_3513	3.16915890662718	6.69402296000441	5.18295004273379	5.84679570277021	4.33190433414241
gene_3514	5.39531817285482	4.85491212157309	13.0826816228199	6.19520705355058	11.7903444413845
gene_3515	1.86150423451486	0	0	1.47170333004787	1.50193767443111
gene_3516	1.22151578807721	2.08498109038226	1.65771698910123	3.74426839552037	2.12649579551752
gene_3517	16.9613692569796	12.6953488762255	10.2246224758411	14.5960175479578	11.319470656933
gene_3518	66.8565886173414	63.3346928606042	64.6369692826987	52.8796798659048	67.9600061274876
gene_3519	140.31606920999	98.0311085721886	144.424685807742	133.94464213971	157.421669183586
gene_3520	4.23923784566684	7.93902246767257	2.92758463809548	5.69307109611786	4.576742623691
gene_3521	26.9691312990874	18.2129762040168	10.2315598234445	28.7211388440237	13.8435824330342
gene_3522	32.6474385168177	18.9742457105817	28.7664687331478	25.8491696452154	20.4824266193681
gene_3523	5.7184519007296	7.35730917377708	6.55182885311407	6.96270136235727	8.22684839882393
gene_3524	18.4156640481783	10.3027431121808	16.7841948588834	28.4592046721494	30.8369008798318
gene_3525	2.06238555483533	0	2.5953691849172	3.15848088950807	1.7528414411485
gene_3526	4.18599639508687	4.67463365355271	4.34311072684336	8.49439722134445	3.92490995248434
gene_3527	2.49920860011777	3.91495154283849	3.82177201661394	2.13214732064101	3.80464533535981
gene_3528	2.33553941107695	1.63373516048751	2.58289716979271	1.5083240337059	1.82361352264777
gene_3529	2.95400846185933	2.87323611166251	6.62836811588043	4.45584071264191	6.59485050731728
gene_3530	1.28926829818472	2.11587022016489	1.6464777643252	1.61880038972264	4.49140548571206
gene_3531	28.7658168467525	15.0464636406935	6.55185391828503	19.069058349443	11.3432760861188
gene_3532	6.74772633362785	4.26557705279992	3.06404531328382	3.94942932640805	2.39395111166531
gene_3533	68.7355472962946	94.1337005028721	80.0381631002848	81.9361424915113	67.6978890701696
gene_3534	3.4549253390972	4.75444642663936	4.20864141395228	3.80793996039796	4.40414245523534
gene_3535	4.1382656232436	22.1053429033284	8.04446168736145	22.9459233629036	7.96104599665416
gene_3536	3.11758210524576	2.64713566497543	2.72042972630935	5.52200699771663	5.77162019766377
gene_3537	0	0	0	0	0
gene_3538	9.02479493024454	10.5505499908446	5.25738333219811	5.58996632541277	4.79120483925286
gene_3539	0	0	1.01851290793328	1.02935829768123	0
gene_3540	4.18140945142857	2.78370277844318	3.21631423839792	3.46874643192184	3.16859041560207
gene_3541	82.3874369565392	60.2932813632587	66.978373594884	82.0733991378682	90.1433998528907
gene_3542	9.15800834662013	24.7215942542842	12.9801319006362	9.79524593665203	19.7741609562738
gene_3543	4.06292757241015	10.1077307898179	11.8257787978321	9.218285524204	14.0231139995597
gene_3544	11.2798436049918	10.8069152568547	10.7557642545184	14.6949352380946	9.67014825532023
gene_3545	15.3831168573632	14.6036953224474	24.0081804262986	8.5438043968613	14.6678673688925
gene_3546	1.73603588527681	5.66160505645251	2.56021641504013	1.93574397353098	4.93633587150975
gene_3547	8.19219959432371	6.46639636977401	4.82374887216897	3.17486956698461	4.85566252492574
gene_3548	4.77829927462956	7.86020882953081	11.4469534720553	2.18177166141067	35.0113180621586
