gene_id	gene_length
ENSG00000198131	1660.19
ENSG00000105173	1298.714
ENSG00000170180	697.6364
ENSG00000171136	558
ENSG00000134198	1130.8
ENSG00000125398	3932
ENSG00000241360	1788.5
ENSG00000206199	1375.5
ENSG00000183317	2090.917
ENSG00000107020	608
ENSG00000100156	1090
ENSG00000112619	2971
ENSG00000188373	684.5
ENSG00000094804	1044.6
ENSG00000168615	2368.556
ENSG00000231637	1592
ENSG00000109101	2041
ENSG00000188505	1972
ENSG00000174516	1683.375
ENSG00000171103	1001.2
ENSG00000196935	3922.857
ENSG00000163359	5438.8
ENSG00000089154	1425.667
ENSG00000226321	964.2222
ENSG00000124610	780
ENSG00000247121	908.5
ENSG00000162944	1981
ENSG00000153802	1095.778
ENSG00000121552	783.5
ENSG00000197448	1231.889
ENSG00000095370	1722.385
ENSG00000150244	1439
ENSG00000197601	2338.167
ENSG00000075624	1010.846
ENSG00000139291	1480.333
ENSG00000034152	1135.692
ENSG00000174640	1497.875
ENSG00000168026	1697.947
ENSG00000101670	1788.333
ENSG00000152784	1710.3
ENSG00000164122	1068.6
ENSG00000157450	2518
ENSG00000164916	3968.5
ENSG00000182871	3589.857
ENSG00000136732	1093.167
ENSG00000226979	1447.25
ENSG00000113648	1810.95
ENSG00000171101	1381.167
ENSG00000261359	1093
ENSG00000138778	3195
ENSG00000152402	7252.667
ENSG00000017373	3375.333
ENSG00000241973	1776.81
ENSG00000117475	1607.8
ENSG00000240583	1573.5
ENSG00000012124	1150.088
ENSG00000159082	3267.667
ENSG00000137393	2158.667
ENSG00000181234	4104.333
ENSG00000166592	919.8
ENSG00000162390	3046.6
ENSG00000125726	785
ENSG00000151838	1327.2
ENSG00000164543	2103.667
ENSG00000146276	2007.6
ENSG00000230510	1345.4
ENSG00000186818	1659.3
ENSG00000158792	1339.333
ENSG00000166246	2377
ENSG00000173269	1225
ENSG00000165272	1621
ENSG00000222031	464
ENSG00000072506	779.2
ENSG00000222012	3454
ENSG00000131941	1782.625
ENSG00000113328	965.3846
ENSG00000172640	1089
ENSG00000165807	1052.5
ENSG00000181830	2060.6
ENSG00000198924	3130.333
ENSG00000178467	1608.5
ENSG00000117507	1907
ENSG00000178404	983
ENSG00000126550	1376.5
ENSG00000144597	2249.333
ENSG00000167601	2535.8
ENSG00000161513	1442.05
ENSG00000221829	1031.625
ENSG00000154265	2891.733
ENSG00000155052	2054.333
ENSG00000198718	3321.727
ENSG00000145428	1200.6
ENSG00000125170	964.7222
ENSG00000176083	1145.8
ENSG00000047644	3535.667
ENSG00000137074	1310.818
ENSG00000174697	3417
ENSG00000183111	2011.667
ENSG00000020577	2595.077
ENSG00000115183	5067.167
ENSG00000183648	610
ENSG00000136856	963.7143
ENSG00000137288	1651.75
ENSG00000152578	2223.8
ENSG00000015133	1606.714
ENSG00000167085	779.5385
ENSG00000233101	510.1333
ENSG00000108256	5701
ENSG00000137285	1967.5
ENSG00000174227	1581.571
ENSG00000166734	1551.167
ENSG00000186049	1884.667
ENSG00000163281	1869.571
ENSG00000176894	738.3333
ENSG00000114107	1340.571
ENSG00000101452	2344.286
ENSG00000101951	730
ENSG00000162078	691.1667
ENSG00000172935	1758
ENSG00000110079	1179.375
ENSG00000151065	1413.25
ENSG00000100129	1120.308
ENSG00000130177	1634.273
ENSG00000100314	3254
ENSG00000175746	2013.5
ENSG00000166507	1579.667
ENSG00000229474	1258.333
ENSG00000126254	1357
ENSG00000167654	1868.875
ENSG00000111371	2292.3
ENSG00000156313	2107.538
ENSG00000143157	3492.6
ENSG00000205531	850.0476
ENSG00000168872	1611.938
ENSG00000108684	1681.6
ENSG00000169689	779.7273
ENSG00000134996	1309
ENSG00000111241	512.3333
ENSG00000159214	1105.818
ENSG00000135968	2285
ENSG00000114904	1803.571
ENSG00000020633	2174.5
ENSG00000038295	3217.167
ENSG00000104133	1814.32
ENSG00000168944	2845.5
ENSG00000186827	1050.667
ENSG00000165914	1229.312
ENSG00000106991	1598.8
ENSG00000196531	1132.19
ENSG00000163295	2205.5
ENSG00000167791	884.6667
ENSG00000014123	2330.5
ENSG00000204640	475
ENSG00000101017	1223.667
ENSG00000111344	2400
ENSG00000166272	4090.5
ENSG00000258366	2457.273
ENSG00000177150	1975.286
ENSG00000197910	373
ENSG00000164400	779
ENSG00000204525	1245.778
ENSG00000204882	1513
ENSG00000172742	944
ENSG00000078900	2540.643
ENSG00000137462	4199
ENSG00000130255	587.25
ENSG00000126231	1140.667
ENSG00000187145	1268
ENSG00000112578	1139.8
ENSG00000158715	2890.5
ENSG00000175482	965.6154
ENSG00000100345	1195.818
ENSG00000092531	830.2381
ENSG00000180440	3205
ENSG00000004779	689
ENSG00000109756	1370.538
ENSG00000105856	1227.933
ENSG00000063015	2426.4
ENSG00000198890	2626.5
ENSG00000170962	2818.333
ENSG00000185823	8052
ENSG00000069431	4207.333
ENSG00000121022	1499.385
ENSG00000120875	4243.5
ENSG00000256612	1371
ENSG00000134697	961.6667
ENSG00000156042	2985.889
ENSG00000167110	1252.333
ENSG00000154310	3163.471
ENSG00000178127	626.7778
ENSG00000119321	2953.167
ENSG00000139200	1484.333
ENSG00000165646	3973
ENSG00000135870	4518.667
ENSG00000164707	2007.714
ENSG00000167721	1640.2
ENSG00000134183	1331
ENSG00000081760	2096.643
ENSG00000204227	1636
ENSG00000186807	1530.5
ENSG00000071677	262
ENSG00000172340	1734.75
ENSG00000164853	2045
ENSG00000204498	1105
ENSG00000204495	2160
ENSG00000130066	863.1111
ENSG00000101310	1980.5
ENSG00000156858	1152.462
ENSG00000103978	1159.308
ENSG00000175556	2574.833
ENSG00000126803	1894.333
ENSG00000172031	1215
ENSG00000171295	1443.167
ENSG00000040199	4354.1
ENSG00000228607	753
ENSG00000114942	747
ENSG00000133059	7488.667
ENSG00000105640	878
ENSG00000040633	1011.333
ENSG00000174948	2319
ENSG00000187037	816.8
ENSG00000147570	1211.5
ENSG00000100373	834
ENSG00000109475	879.4286
ENSG00000106123	2572.1
ENSG00000204856	1249.833
ENSG00000224712	1046.333
ENSG00000106809	1750.25
ENSG00000168118	1154
ENSG00000071189	2484.692
ENSG00000136518	871.5
ENSG00000175567	793.7
ENSG00000134574	1603.25
ENSG00000162664	3419.6
ENSG00000116014	1013
ENSG00000162896	1604
ENSG00000147255	2891.125
ENSG00000182986	1397.286
ENSG00000180264	2872
ENSG00000213057	1913
ENSG00000108950	1987.167
ENSG00000169126	1649.778
ENSG00000197380	2811.333
ENSG00000122705	1106.4
ENSG00000180383	391.5
ENSG00000188092	1630
ENSG00000112655	2343.65
ENSG00000249437	3414.5
ENSG00000198252	3408.667
ENSG00000213085	1321.5
ENSG00000174903	1493.5
ENSG00000128656	996.1111
ENSG00000065325	2385.5
ENSG00000205436	1107.571
ENSG00000135297	1727.579
ENSG00000113494	2268.278
ENSG00000076604	856.875
ENSG00000137601	3914.875
ENSG00000203864	382
ENSG00000256235	2330
ENSG00000184208	2892.5
ENSG00000258292	391
ENSG00000172270	1083.083
ENSG00000188385	6014
ENSG00000212128	1636
ENSG00000101150	2363.25
ENSG00000134548	1275.857
ENSG00000173614	1534.4
ENSG00000109956	3511.167
ENSG00000140287	1606.286
ENSG00000154330	1798.429
ENSG00000071051	1433.333
ENSG00000198520	796.6
ENSG00000122852	1076.25
ENSG00000101955	1446.143
ENSG00000176953	1543.714
ENSG00000185000	921.5556
ENSG00000183726	1134
ENSG00000170776	2402.875
ENSG00000004897	1383.65
ENSG00000183186	3096
ENSG00000025800	2888.333
ENSG00000165609	1142.889
ENSG00000141873	1205.167
ENSG00000147592	833
ENSG00000113532	2324.5
ENSG00000167065	1425.9
ENSG00000168634	1368
ENSG00000169330	6176.5
ENSG00000205029	986
ENSG00000158683	2776.5
ENSG00000250588	1190.357
ENSG00000205937	1312.154
ENSG00000117868	2489.4
ENSG00000105409	2214.333
ENSG00000182774	1041.6
ENSG00000184992	6645
ENSG00000146242	4250
ENSG00000021762	1561.8
ENSG00000196199	1713.8
ENSG00000255537	3421
ENSG00000117010	1090.833
ENSG00000229544	1306
ENSG00000122299	1364.235
ENSG00000181074	1036
ENSG00000183791	1876
ENSG00000104164	1094.05
ENSG00000172188	1044
ENSG00000264472	538
ENSG00000167920	1054.333
ENSG00000143320	739.6667
ENSG00000143951	1819.471
ENSG00000233493	998
ENSG00000101493	3425.167
ENSG00000204152	597
ENSG00000139684	1253
ENSG00000182348	4655
ENSG00000114353	1883.308
ENSG00000139579	1171.5
ENSG00000187391	2696
ENSG00000148803	637
ENSG00000196355	1892
ENSG00000113205	3172
ENSG00000258386	274
ENSG00000184203	1400.167
ENSG00000117479	3318
ENSG00000188895	1777.727
ENSG00000184363	861.2727
ENSG00000153086	1250
ENSG00000172500	918.2308
ENSG00000159322	1444.643
ENSG00000168899	624
ENSG00000128510	1077.818
ENSG00000182187	638
ENSG00000257230	580
ENSG00000145384	2474
ENSG00000111704	1087.75
ENSG00000091129	2626.438
ENSG00000099785	1016.889
ENSG00000147432	1116
ENSG00000132005	1337.429
ENSG00000198680	2460
ENSG00000128254	892.25
ENSG00000129518	870.25
ENSG00000196793	1809
ENSG00000145982	1082.75
ENSG00000140400	1138.476
ENSG00000228672	3250
ENSG00000004838	1160.111
ENSG00000164796	6760.545
ENSG00000146674	1065.667
ENSG00000138356	1783.75
ENSG00000121879	2668.25
ENSG00000141753	1689
ENSG00000151414	1103.5
ENSG00000065970	2937
ENSG00000135185	763.875
ENSG00000177842	1562.25
ENSG00000185414	1391.2
ENSG00000163291	2107.714
ENSG00000170011	2852.9
ENSG00000187033	2118.333
ENSG00000168000	889.3929
ENSG00000166920	659.5
ENSG00000138002	1478.444
ENSG00000079337	2227.667
ENSG00000169402	1757.154
ENSG00000185437	758.7778
ENSG00000108242	2383.5
ENSG00000125753	778
ENSG00000106927	1098.25
ENSG00000173950	994.3077
ENSG00000167588	1154.857
ENSG00000114279	1556.9
ENSG00000141391	1135.889
ENSG00000204442	3475
ENSG00000157851	2191.167
ENSG00000081014	3548.286
ENSG00000146521	1409
ENSG00000006788	6103
ENSG00000100473	1484.167
ENSG00000108510	2507.833
ENSG00000163428	7899
ENSG00000180869	2838
ENSG00000167286	495.8
ENSG00000152580	3236
ENSG00000153944	1666.263
ENSG00000130304	1988.4
ENSG00000161664	1456
ENSG00000170222	1170.5
ENSG00000212725	574
ENSG00000182230	1123.5
ENSG00000218336	3648.714
ENSG00000178449	673.5
ENSG00000162753	2183.2
ENSG00000134871	1189.222
ENSG00000132305	1825.091
ENSG00000187801	2105.5
ENSG00000241468	487.3846
ENSG00000144451	1529.077
ENSG00000161649	1259.286
ENSG00000204628	866.4857
ENSG00000244122	2292
ENSG00000171643	1238
ENSG00000033867	3719.75
ENSG00000185385	1126
ENSG00000184368	2665.571
ENSG00000204518	1571
ENSG00000167236	528.3333
ENSG00000089685	1158.727
ENSG00000141933	2091
ENSG00000248905	2952.091
ENSG00000023572	864.6667
ENSG00000175137	2602
ENSG00000215269	522
ENSG00000196230	2377.8
ENSG00000151500	880.5
ENSG00000144161	1524.571
ENSG00000164181	2360.875
ENSG00000119685	1415.727
ENSG00000100908	751.5714
ENSG00000147364	1149.1
ENSG00000204560	1756.5
ENSG00000174586	2170.667
ENSG00000150459	1077
ENSG00000213722	1178.1
ENSG00000105486	1456.5
ENSG00000204071	1041.5
ENSG00000248098	1092.556
ENSG00000148926	1238.125
ENSG00000015285	778
ENSG00000114125	1042.571
ENSG00000118596	1340
ENSG00000205300	683
ENSG00000115902	2552.2
ENSG00000135604	1924
ENSG00000119471	1591.571
ENSG00000114487	3382.5
ENSG00000182606	3068.778
ENSG00000249049	372
ENSG00000167565	983.6
ENSG00000188610	1091.833
ENSG00000186075	1441.25
ENSG00000124596	1085.375
ENSG00000175766	1149
ENSG00000174206	2096.5
ENSG00000253207	1070
ENSG00000197414	3690.5
ENSG00000136868	1986.333
ENSG00000204386	2682.75
ENSG00000146733	980.4167
ENSG00000166783	3318.824
ENSG00000107651	1312.875
ENSG00000100249	992
ENSG00000172977	1044.176
ENSG00000022355	2291.4
ENSG00000184374	961.5
ENSG00000055130	2969.667
ENSG00000169551	1581
ENSG00000119383	1278.185
ENSG00000188818	1321
ENSG00000131848	992
ENSG00000187244	1100.3
ENSG00000148396	4766.9
ENSG00000182271	1156
ENSG00000119280	2079.429
ENSG00000175899	903
ENSG00000101161	2961.5
ENSG00000126950	1467
ENSG00000160271	2597.562
ENSG00000144642	2201.643
ENSG00000107623	2455
ENSG00000177291	1578
ENSG00000180525	2540.5
ENSG00000161800	1044.621
ENSG00000125900	1062
ENSG00000188011	2446.5
ENSG00000012817	3533.2
ENSG00000244405	948.3333
ENSG00000163444	1239
ENSG00000187566	2133
ENSG00000151117	1179.8
ENSG00000122641	3364
ENSG00000215251	2872
ENSG00000110799	1825.25
ENSG00000103326	1787.143
ENSG00000150269	932
ENSG00000197915	9620
ENSG00000130340	4180
ENSG00000137414	4672
ENSG00000115461	2492
ENSG00000106436	1001
ENSG00000198754	1825
ENSG00000169247	3042
ENSG00000223638	1032
ENSG00000196466	2563.75
ENSG00000197880	1398
ENSG00000196620	2071
ENSG00000127603	6099.459
ENSG00000100319	1460.667
ENSG00000213760	876
ENSG00000115657	1303.214
ENSG00000104866	1603.2
ENSG00000221866	6537.4
ENSG00000182979	1306.6
ENSG00000013392	2965.5
ENSG00000063322	1952.333
ENSG00000135720	1112.75
ENSG00000149100	1319.077
ENSG00000180432	2921.5
ENSG00000050820	2040.091
ENSG00000070778	2754.889
ENSG00000185338	1223
ENSG00000011105	1704.143
ENSG00000112164	3092
ENSG00000114737	3081
ENSG00000114503	1436.769
ENSG00000121417	1936.286
ENSG00000187513	1338.5
ENSG00000128050	1843.25
ENSG00000128709	2416
ENSG00000204323	2181.667
ENSG00000126773	2099.8
ENSG00000183307	4456
ENSG00000162063	2399.2
ENSG00000165782	1381
ENSG00000115839	2621.571
ENSG00000160050	1022
ENSG00000106511	2497
ENSG00000120738	3136
ENSG00000007062	1759.619
ENSG00000197283	2870.778
ENSG00000119614	2990
ENSG00000121749	1313.389
ENSG00000130772	900
ENSG00000204178	2643
ENSG00000186564	4674
ENSG00000164687	790
ENSG00000152620	1722.3
ENSG00000250127	1180
ENSG00000166922	879.7778
ENSG00000133142	922.5833
ENSG00000116977	1352.714
ENSG00000251283	509.5
ENSG00000119121	5733.333
ENSG00000213922	465
ENSG00000151778	827
ENSG00000148215	1087
ENSG00000228727	725.75
ENSG00000184575	1754
ENSG00000198626	6856.375
ENSG00000140522	887
ENSG00000197324	2551.2
ENSG00000188828	1403.5
ENSG00000172782	1362.667
ENSG00000171180	935
ENSG00000119333	961
ENSG00000168807	2197.667
ENSG00000214706	1142.529
ENSG00000101544	1569.8
ENSG00000117676	1376.952
ENSG00000152503	1530.3
ENSG00000170345	998.1
ENSG00000016391	2948.667
ENSG00000160097	1249.286
ENSG00000166682	1290.667
ENSG00000197779	3469.4
ENSG00000120279	2045.333
ENSG00000139324	2557.5
ENSG00000139055	1122.333
ENSG00000164163	1322.4
ENSG00000128294	1071.778
ENSG00000203815	631
ENSG00000148120	1261.12
ENSG00000120586	5141
ENSG00000139263	1712.444
ENSG00000107959	1818.727
ENSG00000184321	950
ENSG00000165996	760.8
ENSG00000115935	1343
ENSG00000161265	940.0476
ENSG00000125149	1139.545
ENSG00000197241	1527
ENSG00000132879	1587.556
ENSG00000173114	2542
ENSG00000073282	2265.467
ENSG00000167461	1116.429
ENSG00000133103	1511.636
ENSG00000213221	1826.5
ENSG00000234745	981.5714
ENSG00000233502	309
ENSG00000061936	2322.182
ENSG00000140320	3556
ENSG00000163110	1625.043
ENSG00000182752	3600
ENSG00000105464	5080
ENSG00000144476	1456
ENSG00000264116	514
ENSG00000169554	1890.071
ENSG00000058063	2013.1
ENSG00000180155	1436
ENSG00000204392	680.8571
ENSG00000168763	2026.6
ENSG00000133063	1613
ENSG00000129932	1289.8
ENSG00000143674	4568
ENSG00000092036	1018.591
ENSG00000181885	1013
ENSG00000212900	691
ENSG00000258928	526
ENSG00000154920	1318.2
ENSG00000167311	1035.8
ENSG00000110367	2442.714
ENSG00000112539	1228
ENSG00000073921	1125.304
ENSG00000187867	1190.333
ENSG00000110713	1882.75
ENSG00000204138	4187.75
ENSG00000164307	1626.222
ENSG00000104549	1258.333
ENSG00000177398	2299.643
ENSG00000225899	1488
ENSG00000156374	1629.25
ENSG00000176904	908
ENSG00000152556	1188.125
ENSG00000100644	1914.583
ENSG00000248727	584.5
ENSG00000104901	738.1667
ENSG00000160606	693.25
ENSG00000196071	1785
ENSG00000172667	4358.667
ENSG00000008516	1675
ENSG00000182676	879.3333
ENSG00000197502	58
ENSG00000172459	1025
ENSG00000007080	791.75
ENSG00000148483	4030.5
ENSG00000146618	639
ENSG00000100387	1207.667
ENSG00000008083	3325.25
ENSG00000169129	2365.571
ENSG00000143641	2293.286
ENSG00000166436	3815.25
ENSG00000166398	1601.571
ENSG00000091073	1175.227
ENSG00000188155	1237
ENSG00000170500	8125.5
ENSG00000174353	1446.25
ENSG00000115896	4093.4
ENSG00000149346	996
ENSG00000145555	2734.692
ENSG00000171208	2680
ENSG00000143363	1706.273
ENSG00000135451	1083.5
ENSG00000198961	2656
ENSG00000144868	1735.455
ENSG00000143184	1364
ENSG00000097096	4251
ENSG00000017797	2135.6
ENSG00000115317	1265.3
ENSG00000240021	1303
ENSG00000179542	4993.333
ENSG00000071564	1431.889
ENSG00000197953	3163
ENSG00000163060	1612.667
ENSG00000204569	1071.143
ENSG00000138660	1253.167
ENSG00000177485	3776
ENSG00000176974	1632.727
ENSG00000173588	1409.929
ENSG00000168594	1603.333
ENSG00000131944	1067
ENSG00000257218	1124
ENSG00000177202	970
ENSG00000136881	2811
ENSG00000167483	2019.714
ENSG00000103168	1890.875
ENSG00000213424	1363.25
ENSG00000179271	741
ENSG00000131914	3728.5
ENSG00000094841	1306.5
ENSG00000120500	880
ENSG00000180259	2098.667
ENSG00000001629	1599.143
ENSG00000140941	1249.1
ENSG00000176605	741.3333
ENSG00000047457	1590.333
ENSG00000145414	1345
ENSG00000112394	2965.8
ENSG00000249160	643
ENSG00000226757	2222
ENSG00000106066	955.5
ENSG00000188603	1110.854
ENSG00000099399	1608
ENSG00000121957	2269.333
ENSG00000221962	1295
ENSG00000215421	3955.25
ENSG00000146067	1558.619
ENSG00000171421	652.2
ENSG00000185664	1273.364
ENSG00000148488	1480.5
ENSG00000196396	2571
ENSG00000090487	984.9286
ENSG00000196850	4193.5
ENSG00000224902	522
ENSG00000157554	3056.75
ENSG00000198814	1463.667
ENSG00000198265	2784.917
ENSG00000174307	915
ENSG00000171763	1347.571
ENSG00000230657	761.3333
ENSG00000179598	2558
ENSG00000103067	1488.083
ENSG00000205329	935
ENSG00000146281	4701
ENSG00000010704	1393.143
ENSG00000141985	1383.667
ENSG00000136040	1603.545
ENSG00000188984	2541.5
ENSG00000171847	1810
ENSG00000148908	595.2
ENSG00000172366	1102.5
ENSG00000171444	5461.778
ENSG00000184194	2529.5
ENSG00000057935	1677.316
ENSG00000150627	3040
ENSG00000108559	1061.308
ENSG00000124257	882
ENSG00000177596	2326
ENSG00000139436	2838.458
ENSG00000244414	806.6
ENSG00000110887	1247.25
ENSG00000135426	1301.714
ENSG00000124693	471
ENSG00000108474	729.75
ENSG00000133477	6008.667
ENSG00000067221	1399.692
ENSG00000185122	1179.923
ENSG00000167825	944
ENSG00000100028	840.8
ENSG00000256515	752.25
ENSG00000050344	2077
ENSG00000177830	1137.038
ENSG00000181927	938
ENSG00000171004	2010.2
ENSG00000166037	1498
ENSG00000049246	2426.571
ENSG00000117593	1972
ENSG00000254986	1297.889
ENSG00000023228	2742.4
ENSG00000175489	2167
ENSG00000067992	1367
ENSG00000110422	3961.333
ENSG00000105928	1507.467
ENSG00000143845	1126.462
ENSG00000064393	7244.333
ENSG00000102854	1575.125
ENSG00000205174	433
ENSG00000137177	3255.769
ENSG00000174501	3271.125
ENSG00000136653	3046.8
ENSG00000213689	1374
ENSG00000137216	1734.5
ENSG00000154146	1202
ENSG00000088727	1659.714
ENSG00000183347	2518.5
ENSG00000105519	1271.667
ENSG00000189023	1725
ENSG00000225556	1755
ENSG00000112242	4437.5
ENSG00000113300	2422.5
ENSG00000153147	2929
ENSG00000150054	2697
ENSG00000120341	2087.75
ENSG00000087191	1062.095
ENSG00000179335	1254.931
ENSG00000136754	3171.933
ENSG00000198839	1283.857
ENSG00000116783	1170.556
ENSG00000176293	2710.571
ENSG00000143442	2514.957
ENSG00000181904	2334.5
ENSG00000101246	1669.917
ENSG00000100580	7778
ENSG00000205659	1301.8
ENSG00000160801	1695.125
ENSG00000128346	1026.4
ENSG00000084070	1560.6
ENSG00000134640	1067.667
ENSG00000099994	4158
ENSG00000175591	2310.667
ENSG00000083814	1575.857
ENSG00000172809	758.75
ENSG00000147380	841.6667
ENSG00000166887	1349.385
ENSG00000111581	1355.846
ENSG00000112486	3401.333
ENSG00000172139	2377
ENSG00000105613	1458.222
ENSG00000197768	1183.5
ENSG00000152154	826.8
ENSG00000130311	1254.6
ENSG00000117650	1413.4
ENSG00000197977	3989
ENSG00000057019	1852.4
ENSG00000130203	897.2
ENSG00000117362	1069.778
ENSG00000025423	1048.9
ENSG00000197723	615
ENSG00000162594	2069.6
ENSG00000166145	1268.583
ENSG00000082293	2303.833
ENSG00000127054	1221.917
ENSG00000100359	1484.857
ENSG00000184022	1048
ENSG00000259494	1793
ENSG00000090060	1249.28
ENSG00000151208	3626.818
ENSG00000205755	813.75
ENSG00000175879	1587.2
ENSG00000119414	2827.2
ENSG00000158164	682
ENSG00000130707	937.7
ENSG00000096395	492.6667
ENSG00000170807	1629.5
ENSG00000123933	1993.4
ENSG00000151849	2055.4
ENSG00000250210	378
ENSG00000163584	881.1667
ENSG00000223865	902.1111
ENSG00000154252	1366
ENSG00000183044	1650.562
ENSG00000153234	1949.273
ENSG00000082482	1401.111
ENSG00000163701	1704.25
ENSG00000122042	4379
ENSG00000183638	4751
ENSG00000122194	1022
ENSG00000232388	557
ENSG00000175455	2086.545
ENSG00000075651	1813.235
ENSG00000136114	2676
ENSG00000123892	1130.667
ENSG00000182224	1274.167
ENSG00000127995	1648.167
ENSG00000100744	1480.429
ENSG00000243989	1110.333
ENSG00000145945	1778.5
ENSG00000074527	1709.286
ENSG00000162572	1955.875
ENSG00000103264	1581
ENSG00000162641	1983.2
ENSG00000196517	1517.667
ENSG00000171914	3671.455
ENSG00000120727	928.75
ENSG00000065371	1184.7
ENSG00000020129	2286.167
ENSG00000174370	1579
ENSG00000151498	1396.211
ENSG00000204839	1425.545
ENSG00000166359	1391.667
ENSG00000105246	774
ENSG00000155097	1956.5
ENSG00000143552	4462.333
ENSG00000157349	1287.562
ENSG00000100554	854.9286
ENSG00000197134	1554.429
ENSG00000109016	1143.9
ENSG00000263155	1452.75
ENSG00000125388	1282.545
ENSG00000141627	786.75
ENSG00000204290	948.1111
ENSG00000132932	3941.6
ENSG00000198574	1712.333
ENSG00000198877	944
ENSG00000186407	1500.5
ENSG00000055147	1127.059
ENSG00000173281	3939
ENSG00000204520	1190
ENSG00000175279	890.7143
ENSG00000170748	2214
ENSG00000150201	522
ENSG00000129910	1886
ENSG00000103591	1390.857
ENSG00000122711	449
ENSG00000174136	1596.429
ENSG00000154678	2333.364
ENSG00000189045	1475.75
ENSG00000206172	538.75
ENSG00000178084	1688
ENSG00000170923	1037
ENSG00000075290	2106
ENSG00000075388	886
ENSG00000082929	655
ENSG00000259471	828
ENSG00000162618	2003.5
ENSG00000099282	795.125
ENSG00000110200	747.1765
ENSG00000111530	2629.5
ENSG00000178234	1501.867
ENSG00000177684	251
ENSG00000169213	12839
ENSG00000178750	1156
ENSG00000205442	778.3333
ENSG00000175352	1286.4
ENSG00000149596	3351
ENSG00000121764	1485
ENSG00000143553	947
ENSG00000206535	1911.333
ENSG00000151092	1672.562
ENSG00000092929	1266.294
ENSG00000107938	2418.538
ENSG00000171408	3042
ENSG00000213185	677.25
ENSG00000124939	515
ENSG00000146383	1037
ENSG00000197561	966
ENSG00000140543	1661.286
ENSG00000169203	1082.375
ENSG00000140563	2300.2
ENSG00000138061	1579.143
ENSG00000182931	549
ENSG00000171475	2166.727
ENSG00000222028	1893
ENSG00000131100	863
ENSG00000071082	989.3636
ENSG00000181785	974
ENSG00000038219	3241.5
ENSG00000187193	813.75
ENSG00000110665	1581.5
ENSG00000085760	1153.25
ENSG00000112799	872.5
ENSG00000099194	5356
ENSG00000198342	1447.75
ENSG00000085415	1900.4
ENSG00000142973	1177.077
ENSG00000151835	8510.667
ENSG00000165124	6460.286
ENSG00000188976	1740.333
ENSG00000158445	11848
ENSG00000203950	838
ENSG00000179134	1335
ENSG00000168806	1969.333
ENSG00000175087	2557.667
ENSG00000157617	3552
ENSG00000198711	1026
ENSG00000197932	1700
ENSG00000121742	1914
ENSG00000104341	1562.333
ENSG00000255804	1043
ENSG00000105325	1468.75
ENSG00000060762	807.8
ENSG00000115297	1116
ENSG00000140577	1229.357
ENSG00000157613	1346.143
ENSG00000185963	5524
ENSG00000160654	1200.286
ENSG00000065491	3449
ENSG00000180855	1727.5
ENSG00000257108	2082
ENSG00000038002	857
ENSG00000133895	2042.353
ENSG00000104763	1236.5
ENSG00000116221	1072.333
ENSG00000184313	3001.4
ENSG00000152413	1767.6
ENSG00000082701	2568.75
ENSG00000000457	3261.8
ENSG00000186523	1268.6
ENSG00000087258	1658.545
ENSG00000148541	1615.85
ENSG00000155975	1443.167
ENSG00000178722	955.1667
ENSG00000204480	1675
ENSG00000118197	1281.778
ENSG00000129347	1428.429
ENSG00000123485	1523
ENSG00000109184	1301.696
ENSG00000218819	6131
ENSG00000077809	1583.571
ENSG00000152042	3197.25
ENSG00000189167	1328.5
ENSG00000155893	1484.467
ENSG00000196476	1330
ENSG00000188868	1251.5
ENSG00000166126	1217.429
ENSG00000231360	1071
ENSG00000092964	1777.25
ENSG00000091664	2253.5
ENSG00000159346	1504.167
ENSG00000146083	1283
ENSG00000167702	1355.714
ENSG00000135272	1737.857
ENSG00000165283	891.25
ENSG00000105993	1543.474
ENSG00000215045	3405
ENSG00000234906	642.8
ENSG00000109790	2455.625
ENSG00000080618	1649
ENSG00000026950	1594.182
ENSG00000170476	893.1
ENSG00000165288	3361.6
ENSG00000175806	1004.6
ENSG00000162437	3036.25
ENSG00000123908	1280.4
ENSG00000132792	1402.5
ENSG00000221944	2447
ENSG00000064703	2027.333
ENSG00000111199	2556.8
ENSG00000106638	1193.524
ENSG00000133687	3349.1
ENSG00000198523	1999
ENSG00000166199	870.4615
ENSG00000167770	1400.583
ENSG00000224336	766
ENSG00000130725	667.8
ENSG00000166946	1419
ENSG00000198642	4483
ENSG00000187583	1632.2
ENSG00000100297	1436.7
ENSG00000156239	3640.333
ENSG00000135372	1353.111
ENSG00000187772	5501
ENSG00000144579	931.6667
ENSG00000175318	987.2308
ENSG00000117395	881.1111
ENSG00000042980	1629.357
ENSG00000177721	2232
ENSG00000221938	1011
ENSG00000112282	3253.333
ENSG00000175093	1440.5
ENSG00000137106	1479.167
ENSG00000172828	1913.625
ENSG00000171094	2167
ENSG00000189181	1001
ENSG00000042813	752.1667
ENSG00000166171	763
ENSG00000154639	1765.667
ENSG00000109084	1362
ENSG00000189013	1349.222
ENSG00000139921	1843.667
ENSG00000262246	1246.657
ENSG00000177047	1513
ENSG00000176907	1832
ENSG00000186117	1098
ENSG00000142534	682.3333
ENSG00000196387	1470.9
ENSG00000101977	2908.091
ENSG00000127903	1641
ENSG00000141252	1969.143
ENSG00000103522	2284.667
ENSG00000155363	1703.833
ENSG00000127780	971
ENSG00000131508	1269.125
ENSG00000184029	887
ENSG00000140557	2145.75
ENSG00000197734	571
