gen	lnl	s0	s1	tau	alpha_r_library_1	alpha_r_library_2	alpha_r_library_3	alpha_r_library_4	spike_probability	inactive_mean	inactive_variance	active_mean_component1	active_mean_component2	active_variance_component1	active_variance_component2	weight_active	weight_within_active_component_1	weight_within_active_component_2
7250	-10606.5641	-2.0382	-0.3401	0.8328	17.9274	13.7591	17.7099	12.9248	0.0874	-1.4542	3.1252	2.7615	7.7133	1.5422	1.5422	0.6779	0.9958	0.0042
7300	-10481.6543	-2.0824	-0.3559	0.8644	17.4701	13.4828	15.8065	12.6946	0.0987	-1.6364	2.4415	2.7321	7.4685	1.6457	1.6457	0.6936	0.9949	0.0051
7350	-10603.385	-2.077	-0.3495	0.9022	17.9714	12.5319	15.9306	12.685	0.0748	-1.7375	2.6631	2.6926	6.2689	1.5684	1.5684	0.7112	0.9855	0.0145
7400	-10412.2262	-2.0123	-0.3582	0.8564	18.8767	12.0426	17.1693	13.5012	0.0982	-1.6057	2.78	2.7306	7.0067	1.4804	1.4804	0.6807	0.9921	0.0079
7450	-10463.5514	-2.0803	-0.3578	0.8809	20.1409	13.5953	17.1855	12.8258	0.1021	-1.5651	2.6479	2.7693	6.6244	1.4681	1.4681	0.6739	0.9916	0.0084
7500	-10472.5111	-2.1213	-0.3351	0.9052	18.3975	15.2098	18.2045	12.8258	0.1062	-1.7655	2.4908	2.736	7.0987	1.6181	1.6181	0.6995	0.988	0.012
7550	-10560.1532	-2.1241	-0.3494	0.9276	18.478	13.6358	15.0286	12.4987	0.0661	-1.5003	3.2822	2.7611	6.5055	1.4656	1.4656	0.6755	0.9842	0.0158
7600	-10568.4898	-2.0436	-0.352	0.877	18.3774	13.4917	14.7266	13.1459	0.0872	-1.5338	2.6256	2.7613	6.815	1.5393	1.5393	0.6935	0.9898	0.0102
7650	-10583.4203	-2.0998	-0.3471	0.8655	18.654	14.1786	15.1124	12.8037	0.0709	-1.5963	2.8161	2.7562	6.7479	1.4985	1.4985	0.6942	0.9901	0.0099
7700	-10513.1852	-2.008	-0.363	0.8271	18.3384	12.0622	15.1124	13.1078	0.0581	-1.5173	3.0538	2.794	7.3867	1.5078	1.5078	0.6759	0.9904	0.0096
7750	-10472.2148	-2.0374	-0.3535	0.8458	18.197	13.7731	14.8034	13.1078	0.0549	-1.5893	3.7816	2.7543	7.1821	1.5014	1.5014	0.6721	0.9907	0.0093
7800	-10425.9247	-2.0269	-0.3488	0.8783	20.3867	13.8154	16.8823	13.0993	0.0863	-1.5259	3.6316	2.7776	6.6932	1.4159	1.4159	0.6624	0.9834	0.0166
7850	-10530.2281	-1.9514	-0.3556	0.7784	18.1387	13.2291	16.3506	13.0993	0.0764	-1.3744	3.3378	2.8336	7.2014	1.4812	1.4812	0.6573	0.9903	0.0097
7900	-10616.2882	-1.9223	-0.3564	0.7411	17.5839	13.557	15.1377	12.5585	0.0591	-1.6938	3.0724	2.7652	7.1082	1.4948	1.4948	0.6744	0.99	0.01
7950	-10612.3947	-1.9974	-0.3481	0.8034	17.5839	12.5123	16.5439	12.3116	0.0779	-1.6385	2.6237	2.7613	6.2877	1.4963	1.4963	0.6901	0.9885	0.0115
8000	-10615.6016	-2.0073	-0.342	0.8072	20.0973	12.5123	15.4507	12.348	0.0869	-1.3178	3.2659	2.8057	6.8072	1.4026	1.4026	0.6634	0.9904	0.0096
8050	-10552.1219	-1.9752	-0.3453	0.8052	20.0973	13.2938	16.7442	12.3379	0.0843	-1.4181	3.099	2.7761	6.3729	1.5143	1.5143	0.6641	0.9761	0.0239
8100	-10558.8812	-1.9548	-0.3461	0.7611	16.7675	11.8004	15.95	13.15	0.0753	-1.5099	3.1836	2.8083	7.3292	1.5035	1.5035	0.6605	0.9922	0.0078
8150	-10388.9766	-1.9683	-0.3635	0.8049	18.3061	11.8004	15.3018	12.6974	0.0736	-1.6477	3.0079	2.7474	7.4207	1.5789	1.5789	0.6921	0.9914	0.0086
8200	-10402.4088	-2.0235	-0.362	0.8533	19.8951	12.4456	15.5089	14.2548	0.0868	-1.511	3.0658	2.7287	6.4305	1.4763	1.4763	0.6716	0.9804	0.0196
8250	-10395.4149	-2.0738	-0.3682	0.8894	19.7606	14.349	14.8477	12.7845	0.0646	-1.2003	3.6234	2.8947	6.822	1.3123	1.3123	0.6301	0.9898	0.0102
8300	-10409.475	-1.9918	-0.3513	0.8313	19.9448	13.5865	16.7308	12.999	0.0525	-1.0696	4.7392	2.8813	7.0468	1.3333	1.3333	0.6175	0.9932	0.0068
8350	-10352.4542	-2.0106	-0.3549	0.8165	19.5836	13.2525	17.079	11.5078	0.0426	-1.0486	4.9516	2.8951	7.0039	1.2723	1.2723	0.5981	0.9858	0.0142
8400	-10365.3458	-1.9562	-0.3563	0.7967	19.5836	14.3908	16.8771	12.5015	0.0359	-1.1855	4.5923	2.8429	7.0087	1.4515	1.4515	0.6356	0.9917	0.0083
8450	-10544.5844	-2.0458	-0.3582	0.8544	18.064	13.2207	16.7305	12.2283	0.0435	-1.4432	4.3448	2.8062	6.9407	1.4822	1.4822	0.6386	0.9884	0.0116
8500	-10544.0271	-1.9898	-0.3667	0.8344	18.064	13.5615	15.6224	11.503	0.0586	-1.3475	3.672	2.7933	6.9217	1.4669	1.4669	0.6393	0.9882	0.0118
8550	-10412.8025	-2.0441	-0.3587	0.8889	20.0428	13.6758	18.3335	12.8143	0.0696	-1.3389	3.7444	2.8398	7.3305	1.3476	1.3476	0.6518	0.9902	0.0098
8600	-10476.242	-2.0298	-0.3674	0.8561	18.4857	12.8742	18.3335	12.9393	0.0692	-1.2996	3.594	2.7884	7.0695	1.5061	1.5061	0.6541	0.989	0.011
8650	-10560.0768	-2.0402	-0.3589	0.8662	18.9184	13.6334	15.9528	12.5252	0.0515	-1.3432	3.5589	2.8372	6.1697	1.4098	1.4098	0.6638	0.9851	0.0149
8700	-10559.0684	-2.0376	-0.365	0.8744	18.3615	12.6629	15.5523	13.1365	0.0518	-1.3389	3.4969	2.7679	6.991	1.4806	1.4806	0.6558	0.988	0.012
8750	-10439.9508	-1.9929	-0.3648	0.823	19.657	13.1734	16.6302	13.7959	0.074	-1.6771	3.1363	2.7908	7.2595	1.6758	1.6758	0.6908	0.9932	0.0068
8800	-10358.9614	-2.0141	-0.3575	0.8125	19.2979	13.9567	16.2053	12.06	0.0696	-1.465	3.3874	2.8205	6.7444	1.4464	1.4464	0.6728	0.9909	0.0091
8850	-10383.4748	-2.0757	-0.3557	0.8534	19.2012	14.4237	15.8253	12.7271	0.0586	-1.3819	3.6241	2.8145	6.6312	1.476	1.476	0.6614	0.9875	0.0125
8900	-10547.9891	-2.0148	-0.3699	0.8593	19.1976	13.1105	15.8253	13.5261	0.083	-1.4846	3.427	2.7841	6.497	1.4767	1.4767	0.6645	0.9876	0.0124
8950	-10457.6213	-2.0114	-0.3593	0.8579	18.8926	11.9341	17.0775	12.2175	0.0581	-1.2954	3.6978	2.8628	6.7958	1.2983	1.2983	0.6373	0.9877	0.0123
9000	-10468.6255	-2.0513	-0.3509	0.8578	18.8926	12.6245	17.5915	10.9459	0.0756	-1.0994	4.0849	2.8777	6.2326	1.3659	1.3659	0.6452	0.9807	0.0193
9050	-10487.2533	-2.121	-0.3639	0.9154	17.0904	12.845	15.2894	12.0153	0.0599	-1.3393	3.7448	2.8153	6.7037	1.5033	1.5033	0.65	0.9872	0.0128
9100	-10348.2676	-2.0439	-0.3704	0.8766	17.2513	14.2413	15.2894	12.0305	0.0569	-1.3635	3.8695	2.8851	7.7148	1.3901	1.3901	0.6559	0.9909	0.0091
9150	-10402.1431	-2.0191	-0.3597	0.8543	16.3079	12.881	15.9602	11.7562	0.0605	-1.3723	3.9625	2.7971	7.0378	1.4751	1.4751	0.6398	0.9833	0.0167
9200	-10471.0319	-2.0268	-0.3371	0.8305	17.6151	12.5286	15.2025	12.2819	0.0452	-1.3775	3.9423	2.7921	6.9576	1.5706	1.5706	0.6556	0.9895	0.0105
9250	-10519.1415	-2.0035	-0.3557	0.8241	17.6667	12.5286	15.2025	12.629	0.0386	-1.3021	4.432	2.8771	6.4872	1.4425	1.4425	0.6292	0.9913	0.0087
9300	-10494.9354	-2.0062	-0.3562	0.8216	18.4514	12.4862	15.2064	12.629	0.0579	-1.1072	4.1486	2.8254	7.0179	1.3537	1.3537	0.6317	0.988	0.012
9350	-10487.4884	-1.9493	-0.3662	0.805	18.4514	12.4862	15.2064	12.3177	0.0522	-1.5213	3.5414	2.7499	6.205	1.4258	1.4258	0.6671	0.9823	0.0177
9400	-10436.9487	-2.0128	-0.357	0.8343	16.5624	12.5895	13.94	13.0993	0.0753	-1.6055	2.8209	2.7849	7.0466	1.5752	1.5752	0.6764	0.9869	0.0131
9450	-10536.6842	-2.0688	-0.3566	0.8833	19.2591	13.9114	16.3049	12.8978	0.074	-1.6324	3.1916	2.739	6.6046	1.606	1.606	0.6866	0.9914	0.0086
9500	-10417.4948	-2.0279	-0.362	0.8655	15.3795	13.0347	16.285	13.0506	0.08	-1.5032	2.6879	2.7659	7.3867	1.5126	1.5126	0.6828	0.9931	0.0069
9550	-10508.0547	-2.0484	-0.3566	0.8501	19.1022	13.0347	17.3511	13.2337	0.0589	-1.6758	3.0715	2.7509	7.8438	1.655	1.655	0.6937	0.994	0.006
9600	-10614.0496	-1.9664	-0.35	0.81	15.9115	13.0347	15.5703	11.4201	0.0352	-1.71	3.4532	2.7485	6.5472	1.5131	1.5131	0.6703	0.9848	0.0152
9650	-10524.6536	-1.9967	-0.3669	0.8115	21.1791	13.1247	16.6329	12.3749	0.0555	-1.7006	3.3808	2.7331	6.9647	1.6086	1.6086	0.6747	0.9925	0.0075
9700	-10520.6409	-2.0071	-0.3632	0.8434	18.2841	13.8044	14.0762	12.38	0.0648	-1.5551	3.005	2.7645	7.2225	1.4883	1.4883	0.6734	0.9891	0.0109
9750	-10459.869	-2.0239	-0.3666	0.8625	18.0986	13.5604	17.785	12.2647	0.1043	-1.4944	2.9474	2.7875	6.8788	1.4707	1.4707	0.6714	0.9862	0.0138
9800	-10506.3802	-2.0081	-0.3536	0.8366	18.0986	12.924	16.5238	13.1749	0.078	-1.5651	3.0222	2.7729	7.0093	1.4858	1.4858	0.6707	0.9859	0.0141
9850	-10524.6725	-2.0162	-0.355	0.8329	18.0986	13.329	15.905	11.076	0.0603	-1.4726	3.3333	2.8376	7.2394	1.4608	1.4608	0.6725	0.9912	0.0088
9900	-10425.6418	-2.0302	-0.3763	0.8781	19.4492	13.3702	14.4476	11.3091	0.0601	-1.6173	3.0438	2.7839	6.6865	1.4944	1.4944	0.6802	0.9904	0.0096
9950	-10526.8894	-2.0009	-0.3748	0.862	17.8903	13.5368	14.4476	12.991	0.0771	-1.6042	2.7882	2.7532	6.3019	1.5004	1.5004	0.6791	0.9918	0.0082
10000	-10537.0071	-1.9329	-0.3632	0.8301	18.954	12.4817	15.6101	12.6127	0.0842	-1.826	2.0908	2.7096	7.3744	1.6654	1.6654	0.7163	0.992	0.008
10050	-10614.8436	-1.9065	-0.3734	0.8038	18.1881	12.4702	15.4435	12.1722	0.0954	-1.8925	1.8851	2.6706	7.8143	1.7355	1.7355	0.722	0.9957	0.0043
