gen	lnl	s0	s1	tau	alpha_r_library_1	alpha_r_library_2	alpha_r_library_3	alpha_r_library_4	spike_probability	inactive_mean	inactive_variance	active_mean_component1	active_mean_component2	active_variance_component1	active_variance_component2	weight_active	weight_within_active_component_1	weight_within_active_component_2
7250	-10400.2528	-2.0866	-0.3328	0.8695	18.056	13.6504	16.9217	12.7084	0.1036	-1.5071	2.9734	2.7383	7.5283	1.5325	1.5325	0.6705	0.9932	0.0068
7300	-10421.1252	-2.0619	-0.3471	0.8659	18.056	13.6504	16.9217	12.3576	0.0841	-1.6394	3.1272	2.7348	6.8451	1.6504	1.6504	0.6882	0.9866	0.0134
7350	-10449.9556	-2.0875	-0.3408	0.8794	19.1254	12.801	16.9217	11.8924	0.0566	-1.39	3.7228	2.85	7.099	1.4216	1.4216	0.6422	0.9903	0.0097
7400	-10484.6214	-2.0945	-0.3499	0.8891	18.405	12.801	16.6459	12.8569	0.0642	-1.3977	3.3144	2.7911	6.3977	1.5003	1.5003	0.6663	0.9838	0.0162
7450	-10577.9088	-2.0425	-0.357	0.8781	18.405	13.7222	16.6459	12.175	0.0834	-1.537	2.8094	2.7635	6.35	1.4796	1.4796	0.6763	0.9902	0.0098
7500	-10500.4778	-2.0504	-0.3522	0.8517	18.106	12.7521	16.6459	11.4113	0.0518	-1.674	3.2237	2.7761	6.6869	1.6306	1.6306	0.6807	0.9924	0.0076
7550	-10450.3376	-2.0053	-0.3635	0.8329	19.277	11.9086	16.6459	10.3688	0.082	-1.5541	3.0973	2.7425	6.8804	1.5843	1.5843	0.6849	0.9874	0.0126
7600	-10522.78	-1.9869	-0.3713	0.8342	17.1659	11.9752	16.6459	10.9918	0.0611	-1.5632	3.3202	2.7269	7.4598	1.6153	1.6153	0.6801	0.9916	0.0084
7650	-10499.0144	-2.0429	-0.3613	0.877	17.2275	14.0868	16.6459	12.4779	0.0705	-1.5729	3.2652	2.7843	6.8307	1.5911	1.5911	0.6649	0.9908	0.0092
7700	-10407.5396	-1.9918	-0.3582	0.8295	16.8696	12.7225	16.4902	12.4674	0.0941	-1.6631	2.5068	2.7099	7.4378	1.5726	1.5726	0.6991	0.9922	0.0078
7750	-10566.9057	-2	-0.3507	0.8522	19.4153	13.8143	16.4902	12.7044	0.0536	-1.5499	3.225	2.8053	7.2246	1.5319	1.5319	0.6808	0.9924	0.0076
7800	-10701.9559	-1.9768	-0.3479	0.7849	18.0102	12.6122	13.9668	11.6897	0.068	-1.6473	3.0112	2.7467	7.5516	1.5389	1.5389	0.6967	0.9946	0.0054
7850	-10541.3736	-2.042	-0.3495	0.8625	18.0102	12.6122	13.9668	11.6318	0.0567	-1.4847	2.9815	2.8109	6.8768	1.4396	1.4396	0.6652	0.991	0.009
7900	-10469.3757	-1.9878	-0.3465	0.8199	18.9876	13.9824	18.0916	10.9791	0.0806	-1.6145	3.2387	2.7668	6.9464	1.5098	1.5098	0.669	0.989	0.011
7950	-10576.9245	-1.9899	-0.3469	0.8207	19.3212	13.9824	15.7402	12.5517	0.0952	-1.4835	2.894	2.7636	6.9414	1.5139	1.5139	0.6736	0.9902	0.0098
8000	-10551.4162	-1.9932	-0.3543	0.8084	19.3212	13.9824	16.351	13.6799	0.0908	-1.5044	2.7299	2.8189	7.1834	1.4342	1.4342	0.677	0.9887	0.0113
8050	-10432.7914	-2.0353	-0.365	0.8857	19.9291	14.3867	18.3185	14.2017	0.0869	-1.8605	3.1504	2.6615	6.9048	1.5685	1.5685	0.6977	0.9891	0.0109
8100	-10489.1504	-2.0066	-0.379	0.8401	18.4344	13.1611	16.7128	14.2017	0.0559	-1.5277	3.2239	2.7701	6.7591	1.5179	1.5179	0.6682	0.9904	0.0096
8150	-10617.5415	-2.0033	-0.3651	0.8617	18.4344	13.1611	15.8734	11.9527	0.0639	-1.367	3.3638	2.8672	7.1951	1.3857	1.3857	0.6508	0.9866	0.0134
8200	-10584.4552	-2	-0.3707	0.8491	16.7803	13.1611	16.7262	13.2905	0.0648	-1.6007	3.0396	2.7938	6.4625	1.3217	1.3217	0.6682	0.9896	0.0104
8250	-10546.9688	-1.9345	-0.3697	0.7893	16.7803	13.1611	16.437	12.2368	0.0562	-1.1645	4.3289	2.9084	6.6591	1.2927	1.2927	0.6068	0.9886	0.0114
8300	-10543.7259	-1.9941	-0.3638	0.8237	16.7803	13.1611	16.5273	12.2368	0.0725	-1.1533	4.3765	2.8209	6.6826	1.4198	1.4198	0.6482	0.9867	0.0133
8350	-10618.3749	-1.9959	-0.3704	0.8413	18.3712	12.2751	14.9175	13.2471	0.0499	-1.2278	4.0125	2.8484	6.2895	1.2989	1.2989	0.6525	0.9811	0.0189
8400	-10497.4693	-2.0753	-0.3779	0.9072	17.9959	13.847	14.9958	13.2471	0.064	-1.3721	3.5363	2.8261	6.848	1.3639	1.3639	0.6414	0.9865	0.0135
8450	-10565.9769	-1.9525	-0.3697	0.8144	19.7572	13.4461	14.9958	12.9982	0.0578	-1.3568	3.6411	2.8075	7.0717	1.4793	1.4793	0.6563	0.9897	0.0103
8500	-10400.0692	-1.9674	-0.3626	0.8393	17.9356	12.5651	14.9958	13.4482	0.0666	-1.3016	3.8564	2.8954	7.6649	1.3541	1.3541	0.6228	0.9902	0.0098
8550	-10505.2789	-2.0389	-0.3557	0.8719	17.9356	12.5651	15.6024	13.0286	0.0839	-1.4316	3.3439	2.8043	6.339	1.3618	1.3618	0.6724	0.9833	0.0167
8600	-10602.5864	-2.0427	-0.3595	0.8415	17.0749	12.5651	14.6174	11.8842	0.0603	-1.2622	3.699	2.8718	7.0105	1.4182	1.4182	0.6296	0.987	0.013
8650	-10497.4634	-1.9858	-0.3592	0.8289	17.0749	12.5651	14.6174	11.8842	0.0634	-1.2788	4.1009	2.8379	6.7616	1.3463	1.3463	0.6396	0.9849	0.0151
8700	-10466.906	-2.065	-0.3457	0.8828	17.304	12.5651	14.2253	12.2505	0.0853	-1.3192	3.3414	2.7949	6.4895	1.4406	1.4406	0.6497	0.9906	0.0094
8750	-10494.6873	-2.0884	-0.3514	0.9162	16.812	12.1275	15.4887	12.8278	0.0652	-1.5116	2.9018	2.7573	6.5407	1.458	1.458	0.6769	0.9887	0.0113
8800	-10531.2501	-2.0139	-0.3553	0.8243	16.812	11.9104	14.3483	11.5792	0.0676	-1.4724	3.2791	2.8347	6.6017	1.4684	1.4684	0.663	0.9876	0.0124
8850	-10549.0319	-1.9581	-0.3747	0.7939	17.084	11.9104	15.3524	12.767	0.114	-1.5907	2.5251	2.7254	6.8668	1.5586	1.5586	0.6838	0.9913	0.0087
8900	-10543.0472	-1.9907	-0.3549	0.8256	17.6978	11.9104	15.6947	12.767	0.0777	-1.3894	3.1538	2.76	6.1185	1.3908	1.3908	0.6728	0.9836	0.0164
8950	-10317.441	-2.0335	-0.3501	0.8451	19.1344	13.1062	16.2644	12.9577	0.1001	-1.4909	2.5621	2.7645	6.7639	1.4517	1.4517	0.6734	0.9888	0.0112
9000	-10479.5558	-2.0728	-0.3529	0.8734	19.1344	13.1062	16.2644	12.9577	0.0672	-1.5494	3.0552	2.7787	7.8781	1.5737	1.5737	0.6831	0.9913	0.0087
9050	-10503.2417	-2.0619	-0.3508	0.8689	19.1344	13.1062	16.2644	12.2641	0.077	-1.3767	3.4718	2.7862	7.1986	1.4355	1.4355	0.6591	0.9909	0.0091
9100	-10396.8861	-2.0626	-0.3447	0.8743	18.417	14.2747	15.3878	12.2641	0.0788	-1.7047	2.9962	2.7309	6.9352	1.6243	1.6243	0.6833	0.9883	0.0117
9150	-10440.1719	-2.1158	-0.3555	0.9029	18.417	14.2747	14.7954	12.8636	0.0763	-1.549	2.6601	2.7655	6.8656	1.5258	1.5258	0.6822	0.9928	0.0072
9200	-10474.9721	-2.0855	-0.3414	0.8806	18.417	12.7678	17.3293	11.7353	0.0678	-1.6551	2.7012	2.7648	7.7393	1.604	1.604	0.687	0.9957	0.0043
9250	-10369.6879	-2.0747	-0.3546	0.8912	17.6235	13.1274	15.1762	12.4866	0.0872	-1.5123	2.7585	2.7461	6.9011	1.4244	1.4244	0.6707	0.99	0.01
9300	-10445.4849	-2.0491	-0.358	0.842	18.8193	13.4186	15.1762	12.4866	0.0966	-1.2526	3.1893	2.8217	6.8345	1.429	1.429	0.6427	0.9877	0.0123
9350	-10310.1574	-2.0898	-0.365	0.9064	18.8193	12.8512	16.6529	11.3584	0.0851	-1.4117	3.0384	2.8101	6.4594	1.4046	1.4046	0.6644	0.989	0.011
9400	-10435.9668	-2.0914	-0.3521	0.9041	17.6797	12.9388	14.8234	11.1454	0.0647	-1.5436	2.7895	2.7802	7.3624	1.4421	1.4421	0.667	0.9926	0.0074
9450	-10516.1899	-2.1295	-0.3575	0.9386	16.8422	12.9388	17.1214	11.1454	0.0765	-1.4799	3.0466	2.7994	6.39	1.4286	1.4286	0.6702	0.9876	0.0124
9500	-10454.8575	-2.0552	-0.3519	0.8799	18.1494	12.7697	14.2871	12.4393	0.0761	-1.5394	3.1552	2.7615	7.1576	1.5132	1.5132	0.6783	0.991	0.009
9550	-10532.7506	-2.0404	-0.359	0.8785	18.9999	12.7697	16.7393	12.3862	0.0967	-1.5992	2.9032	2.7566	6.2642	1.474	1.474	0.6827	0.9866	0.0134
9600	-10349.2477	-2.0853	-0.359	0.9088	18.9756	12.7697	16.9316	13.6343	0.0806	-1.6336	2.9283	2.6925	6.542	1.5364	1.5364	0.6896	0.9821	0.0179
9650	-10494.9544	-1.988	-0.3575	0.8185	18.7678	12.6809	14.959	12.8743	0.0832	-1.5805	2.7068	2.7859	6.7677	1.555	1.555	0.6937	0.989	0.011
9700	-10480.4112	-1.9855	-0.3717	0.8513	18.6662	12.7115	16.0933	11.0757	0.0776	-1.6092	2.7141	2.7727	7.343	1.6009	1.6009	0.6924	0.9932	0.0068
9750	-10451.7367	-1.9736	-0.3649	0.8633	18.6998	13.2971	16.0933	10.8762	0.0966	-1.3763	2.7427	2.8084	6.5728	1.4901	1.4901	0.6688	0.9911	0.0089
9800	-10452.3656	-2.0516	-0.3621	0.8949	18.6998	13.9305	16.312	10.8762	0.0785	-1.3924	3.5038	2.7903	7.2377	1.4377	1.4377	0.6582	0.9873	0.0127
9850	-10472.5399	-2.0158	-0.3596	0.8789	20.038	14.376	15.858	11.6131	0.0582	-1.166	3.8492	2.8151	6.6508	1.4152	1.4152	0.632	0.988	0.012
9900	-10586.1927	-2.0936	-0.326	0.8643	18.9365	13.9598	15.2164	12.247	0.08	-1.2261	3.408	2.7995	7.4617	1.5085	1.5085	0.6383	0.988	0.012
9950	-10463.9427	-2.059	-0.3457	0.8401	17.7269	12.8029	15.6128	12.3822	0.0796	-1.3068	3.1742	2.7898	6.4235	1.4094	1.4094	0.6489	0.9853	0.0147
10000	-10350.4607	-2.0398	-0.3561	0.8628	17.7269	12.8029	15.6128	12.3822	0.0901	-1.2501	3.8234	2.8322	6.8737	1.365	1.365	0.6462	0.9861	0.0139
10050	-10429.4836	-2.0471	-0.3452	0.8658	18.4037	12.5054	15.6128	12.9227	0.0685	-1.274	3.7049	2.843	6.7099	1.4073	1.4073	0.6428	0.9851	0.0149
10100	-10425.7895	-2.0882	-0.3621	0.9329	18.6244	12.501	15.6128	12.3122	0.0506	-1.4523	3.2381	2.7712	6.8217	1.4414	1.4414	0.6642	0.9862	0.0138
10150	-10498.8216	-2.0107	-0.3353	0.8097	18.9678	12.7695	15.6128	13.093	0.0697	-1.5068	3.3422	2.8187	6.9405	1.5283	1.5283	0.6661	0.9923	0.0077
10200	-10360.261	-2.0919	-0.3512	0.8743	17.9302	13.2839	15.6128	13.1766	0.0816	-1.3039	3.2212	2.7861	7.0485	1.4113	1.4113	0.6549	0.9873	0.0127
10250	-10475.7246	-2.043	-0.3641	0.8657	20.788	14.4093	15.6128	12.673	0.0694	-1.5007	3.2563	2.7789	6.7694	1.4357	1.4357	0.6751	0.9875	0.0125
10300	-10297.7494	-2.0524	-0.3619	0.8946	20.8902	14.2718	15.6128	12.8256	0.0768	-1.6418	3.1857	2.7523	6.7743	1.5032	1.5032	0.6865	0.9891	0.0109
10350	-10415.0081	-2.0553	-0.3555	0.8641	18.2599	13.9467	15.9901	13.1987	0.0751	-1.4831	2.7302	2.7646	6.5676	1.4924	1.4924	0.6676	0.9895	0.0105
10400	-10408.8516	-2.0436	-0.3546	0.8463	20.1691	13.8238	15.9901	12.8318	0.0878	-1.4982	3.065	2.7466	7.1062	1.4987	1.4987	0.6884	0.9905	0.0095
10450	-10485.4817	-2.0155	-0.3606	0.839	18.8834	14.0183	15.9901	12.828	0.0885	-1.455	2.658	2.8056	7.5366	1.6014	1.6014	0.6886	0.9919	0.0081
10500	-10560.7672	-1.9955	-0.3641	0.8432	18.5707	13.4048	18.2929	12.9339	0.0808	-1.627	2.5911	2.7579	7.1261	1.5223	1.5223	0.6925	0.9905	0.0095
10550	-10564.2489	-2.0486	-0.3637	0.8704	19.4261	12.7009	15.749	11.8981	0.0969	-1.6007	2.6938	2.7139	6.241	1.5232	1.5232	0.6881	0.9798	0.0202
10600	-10450.6077	-2.0825	-0.3588	0.8896	18.7003	12.5712	16.5349	11.7368	0.105	-1.6129	2.6034	2.7706	7.6533	1.5731	1.5731	0.687	0.997	0.003
10650	-10495.6619	-2.1065	-0.3551	0.8931	20.164	12.8359	16.5349	11.9098	0.0799	-1.6842	2.6586	2.738	6.8965	1.5793	1.5793	0.697	0.9905	0.0095
10700	-10639.1584	-2.0935	-0.3514	0.8904	16.7554	13.0935	13.408	12.6765	0.0718	-1.5892	2.9782	2.7262	6.6729	1.5315	1.5315	0.6942	0.9892	0.0108
10750	-10527.4305	-2.0384	-0.3606	0.837	16.6	12.4736	13.408	12.392	0.0982	-1.6404	2.3225	2.7434	7.3725	1.6192	1.6192	0.6899	0.994	0.006
10800	-10472.1928	-2.0623	-0.3441	0.8519	15.9664	11.8077	15.1284	12.392	0.0948	-1.7355	2.0972	2.6546	7.3589	1.7992	1.7992	0.7204	0.9944	0.0056
10850	-10470.2891	-2.115	-0.3587	0.9264	16.0626	11.8077	15.2474	11.8908	0.0981	-1.8086	2.0207	2.7037	7.1895	1.7107	1.7107	0.7141	0.9937	0.0063
10900	-10477.8568	-2.0733	-0.3587	0.9032	16.5919	12.0348	15.8704	12.3668	0.094	-1.729	2.5238	2.6867	7.8116	1.7801	1.7801	0.7012	0.996	0.004
10950	-10453.6724	-2.0184	-0.3613	0.8338	17.8399	12.303	15.8704	13.1754	0.0887	-1.5353	2.7309	2.7966	6.7598	1.4161	1.4161	0.6783	0.9881	0.0119
11000	-10578.7052	-1.9983	-0.3573	0.8287	17.8399	12.5301	16.6133	12.0913	0.1047	-1.6454	2.2951	2.7058	7.3565	1.5417	1.5417	0.6969	0.9881	0.0119
11050	-10420.6322	-2.0463	-0.3406	0.8374	18.7545	13.567	16.6133	13.0982	0.0891	-1.6697	2.5299	2.7037	6.8251	1.6045	1.6045	0.6858	0.9894	0.0106
11100	-10449.2009	-2.0953	-0.3497	0.8855	18.8398	14.1812	16.6133	12.6273	0.0764	-1.6543	2.6165	2.7762	7.4109	1.5754	1.5754	0.6905	0.9926	0.0074
11150	-10426.0692	-1.9501	-0.3637	0.7939	18.8398	14.1812	16.6133	12.6273	0.1002	-1.4172	2.761	2.8121	7.15	1.4976	1.4976	0.6769	0.9906	0.0094
11200	-10472.7528	-2.0162	-0.3592	0.8384	17.7822	14.1812	17.3618	12.5608	0.0708	-1.6298	3.0388	2.7901	7.3544	1.517	1.517	0.6773	0.9934	0.0066
11250	-10334.2863	-2.0911	-0.3606	0.8874	17.4949	14.1812	18.3986	12.7753	0.0583	-1.3477	3.6386	2.8415	7.6391	1.4578	1.4578	0.6619	0.9926	0.0074
11300	-10345.3446	-2.1246	-0.3582	0.9179	19.4198	14.5183	17.3965	12.4843	0.078	-1.3997	3.1151	2.7921	7.0569	1.4896	1.4896	0.6536	0.9889	0.0111
11350	-10301.9442	-2.1116	-0.358	0.9096	19.4198	14.5183	16.9566	12.445	0.0907	-1.4992	2.7	2.8276	6.7545	1.5009	1.5009	0.6786	0.9917	0.0083
11400	-10359.5289	-2.0762	-0.3553	0.8999	17.6264	12.7943	16.2889	12.7715	0.0964	-1.4627	2.7712	2.7458	6.379	1.5109	1.5109	0.678	0.9868	0.0132
11450	-10562.7646	-1.9975	-0.3626	0.8354	19.8305	12.7943	15.7718	11.7149	0.0732	-1.4682	3.1979	2.8067	6.6744	1.3828	1.3828	0.6743	0.9846	0.0154
11500	-10496.7247	-2.0793	-0.3447	0.8868	17.3232	12.7943	15.7718	13.0004	0.099	-1.4513	2.4965	2.8191	7.6083	1.5417	1.5417	0.6862	0.9935	0.0065
11550	-10582.2022	-1.952	-0.3738	0.8087	17.3232	12.7889	15.7351	13.1383	0.0711	-1.367	3.0173	2.779	6.8001	1.4936	1.4936	0.6654	0.9863	0.0137
11600	-10492.3731	-2.0322	-0.3578	0.8687	20.041	14.3204	17.4853	14.1899	0.0697	-1.4545	3.3615	2.8102	6.9618	1.5092	1.5092	0.6772	0.99	0.01
11650	-10448.6791	-2.0437	-0.3406	0.8311	20.5888	14.3204	16.5573	12.0674	0.0837	-1.3813	3.3439	2.7857	6.2702	1.4662	1.4662	0.646	0.9884	0.0116
11700	-10471.5185	-2.0149	-0.3407	0.8112	17.719	14.3204	15.9101	13.7154	0.0401	-1.4353	4.2988	2.8136	6.8896	1.4085	1.4085	0.6487	0.9882	0.0118
11750	-10455.8406	-2.077	-0.3476	0.8858	17.719	14.3204	15.7634	13.7154	0.0709	-1.5145	3.4269	2.7405	6.282	1.4826	1.4826	0.6802	0.9798	0.0202
11800	-10397.3154	-2.0586	-0.3681	0.8993	17.719	14.3204	14.837	13.7154	0.0518	-1.5284	3.1404	2.8179	6.8664	1.4502	1.4502	0.6615	0.9872	0.0128
11850	-10453.296	-2.0083	-0.3687	0.8641	19.3867	14.3204	15.1147	13.9671	0.084	-1.5938	2.908	2.7759	7.1973	1.6283	1.6283	0.6783	0.9934	0.0066
11900	-10454.5615	-2.007	-0.3665	0.8599	19.3867	14.3204	15.0373	13.0606	0.1083	-1.6291	2.3592	2.7364	6.8328	1.616	1.616	0.7012	0.9909	0.0091
11950	-10434.6563	-2.073	-0.3717	0.9119	20.3244	12.9413	15.1564	12.5017	0.0843	-1.6834	2.494	2.7396	6.7577	1.557	1.557	0.7087	0.9878	0.0122
12000	-10508.7672	-2.0338	-0.3636	0.8445	19.8461	12.9413	15.2233	12.7538	0.0863	-1.5274	3.0949	2.7237	6.4263	1.423	1.423	0.6693	0.983	0.017
12050	-10411.7669	-2.0533	-0.3592	0.8314	19.8461	12.9413	15.1485	11.9906	0.0718	-1.7367	2.5421	2.6995	6.6798	1.6171	1.6171	0.7082	0.9875	0.0125
12100	-10447.6305	-2.1329	-0.346	0.8949	18.4364	12.9413	14.7153	11.9906	0.0798	-1.6398	2.5451	2.6796	5.902	1.5752	1.5752	0.6887	0.9842	0.0158
12150	-10418.3047	-2.1016	-0.3575	0.9175	18.4364	12.9413	14.8616	11.6626	0.1161	-1.6487	2.4216	2.7474	6.7201	1.5792	1.5792	0.6987	0.9878	0.0122
12200	-10465.6902	-2.0309	-0.3466	0.8284	19.0809	12.9413	15.4508	11.6181	0.0632	-1.5646	3.0694	2.7492	6.6071	1.5037	1.5037	0.6737	0.989	0.011
12250	-10568.12	-2.0316	-0.3483	0.8704	18.4362	12.9064	16.1365	11.6181	0.0897	-1.5667	2.6689	2.761	7.1353	1.5146	1.5146	0.6731	0.992	0.008
12300	-10583.2772	-2.0369	-0.3502	0.8656	18.4362	12.3596	16.7616	11.6181	0.111	-1.5404	2.5977	2.7477	6.6172	1.4915	1.4915	0.6762	0.9856	0.0144
12350	-10504.7011	-2.0161	-0.3611	0.8515	18.4362	14.383	16.2484	14.1457	0.0784	-1.5589	2.7423	2.7829	6.9186	1.4882	1.4882	0.6741	0.9906	0.0094
12400	-10589.8026	-2.0056	-0.3644	0.8267	20.2493	14.383	16.6213	14.0268	0.0836	-1.5797	2.9125	2.6978	6.6909	1.5461	1.5461	0.6945	0.9895	0.0105
12450	-10444.9128	-2.0578	-0.3595	0.8877	18.5052	12.0514	16.3024	11.0741	0.067	-1.5646	3.0398	2.7486	6.172	1.468	1.468	0.685	0.9861	0.0139
12500	-10501.3075	-2.0814	-0.3582	0.9273	18.4701	11.4514	15.2609	11.0741	0.0651	-1.5218	3.1212	2.752	7.3472	1.5566	1.5566	0.6899	0.9946	0.0054
12550	-10495.105	-2.0649	-0.3485	0.8793	20.4147	14.331	15.4948	11.0741	0.087	-1.5138	2.9771	2.7762	6.8688	1.511	1.511	0.6788	0.9909	0.0091
12600	-10371.999	-2.073	-0.35	0.8524	19.1973	14.331	17.3866	12.9355	0.1279	-1.8231	1.9672	2.6752	7.0915	1.6245	1.6245	0.7137	0.9899	0.0101
12650	-10394.3207	-2.1541	-0.3358	0.9141	19.8681	13.2657	17.3866	13.5311	0.0836	-1.66	2.7816	2.7264	6.6871	1.546	1.546	0.6883	0.9865	0.0135
12700	-10639.2343	-2.0844	-0.3326	0.862	19.8558	13.2657	18.2561	13.5311	0.0737	-1.7062	3.5448	2.7923	7.0673	1.5847	1.5847	0.687	0.9921	0.0079
12750	-10584.9826	-2.0307	-0.3358	0.8468	19.3728	14.5881	17.9943	13.5311	0.0722	-1.6327	2.9144	2.7342	6.98	1.5329	1.5329	0.6805	0.9929	0.0071
12800	-10432.1086	-2.0914	-0.354	0.8795	19.9206	12.6419	16.9239	13.5311	0.0727	-1.705	3.1013	2.7357	6.9252	1.5862	1.5862	0.6908	0.986	0.014
12850	-10456.1819	-2.0322	-0.3621	0.8523	18.5419	13.8289	16.0514	13.5311	0.0804	-1.7195	2.5793	2.7398	6.7975	1.5529	1.5529	0.7005	0.989	0.011
12900	-10356.5219	-2.1098	-0.3586	0.9153	20.8403	13.7265	16.1407	12.8334	0.0813	-1.5451	3.0167	2.7501	6.4838	1.5777	1.5777	0.6834	0.9924	0.0076
12950	-10407.992	-1.9964	-0.3533	0.7818	20.8403	13.1395	16.1407	12.7861	0.077	-1.4681	3.4244	2.7685	7.3784	1.5421	1.5421	0.6682	0.9922	0.0078
13000	-10365.0788	-2.0265	-0.3553	0.8528	19.8702	12.301	16.1407	12.7861	0.0749	-1.4031	3.5206	2.8383	6.5558	1.2593	1.2593	0.6474	0.9826	0.0174
13050	-10424.7029	-2.0247	-0.3589	0.8516	19.2618	12.974	16.1407	12.2375	0.0562	-1.3176	4.1717	2.8049	6.3062	1.3397	1.3397	0.648	0.9788	0.0212
13100	-10589.9205	-1.9499	-0.3456	0.7845	18.4795	12.8605	16.1407	12.2375	0.0624	-1.4109	4.0591	2.8603	7.0792	1.3999	1.3999	0.638	0.9922	0.0078
13150	-10510.5739	-2.0706	-0.3597	0.8927	18.4795	12.6541	15.7089	12.9531	0.0589	-1.3302	3.3377	2.7994	6.3856	1.4911	1.4911	0.6568	0.9884	0.0116
13200	-10478.6819	-1.9848	-0.3576	0.8327	18.8201	13.9149	15.7089	12.4906	0.0734	-1.3444	3.4168	2.8321	6.6569	1.403	1.403	0.6444	0.9857	0.0143
13250	-10412.4574	-2.0023	-0.354	0.836	18.8201	13.7301	16.0689	12.2462	0.1034	-1.2627	3.1559	2.8631	6.796	1.3316	1.3316	0.6557	0.9888	0.0112
13300	-10358.9857	-2.0533	-0.3524	0.8678	18.8201	13.1609	16.0689	12.0195	0.0356	-1.3916	4.02	2.8049	6.4082	1.3766	1.3766	0.6491	0.9821	0.0179
13350	-10514.1267	-2.0429	-0.3489	0.8388	19.3821	13.5525	15.9187	13.7837	0.0775	-1.3187	3.8127	2.8602	6.6871	1.4232	1.4232	0.6502	0.9915	0.0085
13400	-10424.9961	-2.0329	-0.3562	0.8553	19.3821	13.8012	17.6269	13.7837	0.0573	-1.5318	3.5885	2.7142	7.0565	1.5188	1.5188	0.6707	0.9894	0.0106
13450	-10508.7057	-1.9601	-0.3681	0.8085	17.6844	12.6605	16.5877	12.1585	0.0767	-1.6475	2.6132	2.7095	6.3966	1.5798	1.5798	0.6901	0.9861	0.0139
13500	-10445.3103	-1.9693	-0.3728	0.8291	18.2722	12.7338	17.2811	11.9052	0.0955	-1.5631	2.6701	2.7668	6.5112	1.4876	1.4876	0.6822	0.9884	0.0116
13550	-10541.2352	-2.0075	-0.3584	0.8256	18.2722	14.1567	17.2811	12.8477	0.0879	-1.6739	2.4296	2.7118	7.4406	1.6143	1.6143	0.7117	0.9911	0.0089
13600	-10368.041	-2.0192	-0.3705	0.8579	17.0893	13.7232	17.2811	12.8477	0.0831	-1.4815	2.5097	2.7766	6.9143	1.4729	1.4729	0.6743	0.9855	0.0145
13650	-10449.8841	-1.938	-0.3721	0.7972	19.0519	13.4391	17.4533	12.5242	0.0834	-1.2468	3.4115	2.8437	6.1695	1.3359	1.3359	0.6413	0.9747	0.0253
13700	-10622.956	-1.9919	-0.3581	0.813	19.211	13.8136	17.4533	12.3446	0.0756	-1.1927	3.6888	2.8312	6.8237	1.4242	1.4242	0.6217	0.9859	0.0141
13750	-10356.4209	-1.9637	-0.367	0.8164	19.3489	13.331	16.3618	12.4257	0.0729	-1.5859	3.2038	2.7946	7.2265	1.5263	1.5263	0.6729	0.989	0.011
13800	-10610.4308	-1.9916	-0.3655	0.8282	19.3489	13.331	16.3618	12.4257	0.039	-1.5044	3.5922	2.7846	6.4352	1.3835	1.3835	0.6722	0.9844	0.0156
13850	-10491.1766	-1.9467	-0.3757	0.7886	18.2244	13.1671	16.3618	12.2483	0.0596	-1.3944	3.5329	2.8262	6.3587	1.4929	1.4929	0.6509	0.9864	0.0136
13900	-10485.1806	-1.9856	-0.3671	0.8408	18.2244	13.2543	16.3618	12.4386	0.0801	-1.2285	3.2653	2.8412	6.505	1.447	1.447	0.6456	0.9835	0.0165
13950	-10480.3921	-1.9948	-0.3494	0.8278	19.4615	13.6992	17.5859	12.8011	0.0807	-1.3939	3.0158	2.7604	7.0853	1.4295	1.4295	0.659	0.987	0.013
14000	-10492.0381	-2.0655	-0.3397	0.8263	19.219	12.5165	16.963	12.7142	0.0533	-1.4363	3.5842	2.8203	6.9331	1.5136	1.5136	0.6661	0.9928	0.0072
14050	-10377.8837	-2.1013	-0.3304	0.8446	19.219	12.5165	16.7184	12.7142	0.0495	-1.409	3.6378	2.8242	7.0505	1.4459	1.4459	0.6645	0.9882	0.0118
14100	-10365.8726	-2.0952	-0.3288	0.864	18.1726	13.3617	15.3141	13.3463	0.0621	-1.4815	3.2618	2.7638	7.1259	1.3912	1.3912	0.6765	0.9906	0.0094
14150	-10427.3244	-2.1947	-0.3395	0.9314	18.9073	13.3617	15.9308	13.9331	0.0653	-1.3989	3.5082	2.8423	6.4714	1.4321	1.4321	0.6656	0.9873	0.0127
14200	-10400.4777	-2.1022	-0.3405	0.8784	18.4382	14.03	15.9308	13.2682	0.0778	-1.1791	3.8441	2.8502	6.0675	1.405	1.405	0.6366	0.9793	0.0207
14250	-10365.5494	-2.0513	-0.3669	0.8682	18.1938	14.03	15.9308	12.7134	0.0774	-1.5052	3.1717	2.7588	6.5351	1.4767	1.4767	0.6637	0.9894	0.0106
14300	-10457.3849	-2.1194	-0.3505	0.9063	18.1938	14.2947	15.2507	11.7304	0.0649	-1.4302	3.4014	2.8761	7.2613	1.3955	1.3955	0.6654	0.9868	0.0132
14350	-10482.5457	-2.1076	-0.3575	0.9083	19.1156	13.8136	17.6378	11.8988	0.0852	-1.0145	4.1302	2.8643	7.1895	1.4117	1.4117	0.6368	0.992	0.008
14400	-10458.8656	-2.0289	-0.3513	0.8691	19.118	13.8136	15.1293	12.7149	0.0591	-1.4213	4.2756	2.8237	7.1211	1.3836	1.3836	0.6466	0.9866	0.0134
